linea_id,pedido_id,producto_id,talla,cantidad,precio_unitario,descuento_pct
905333,502143,1283,l,1,"24,64 €",0.2
905334,502143,1362,Talla XL,1,"26,07 €",0.4
905335,502144,1229,S,1,"38,72 €",40%
905336,502144,1346,M,1,"45,31 €",30%
905337,502144,1135,40,1,"71,49 €",10%
905338,502144,1061,S,1,"46,35 €",30%
905339,502145,1113,40,1,"38,95 €",0%
905340,502145,1053,S,1,"38,51 €",40
905341,502145,1111,38,1,"59,92 €",20%
905342,502145,1315,XS,1,"32,56 €",50
905343,502146,1207,L,1,"16,71 €",10%
905344,502146,1053,Talla L,1,"38,51 €",0%
905345,502146,1230,M,1,"25,06 €",0.1
905346,502146,1201,L,2,"24,28 €",20%
905347,502147,1231,Talla XL,1,"35,23 €",20
905348,502147,1200,XL,2,"21,79 €",0
905349,502148,1049,S,1,"47,10 €",0.4
905350,502148,1163,S,3,"22,89 €",0.4
905351,502148,1188,XL,1,"23,94 €",10
905352,502149,1319,Talla S,2,"30,13 €",0.2
905353,502149,1204,m,1,"12,35 €",0.1
905354,502150,1068,Talla XL,2,"49,68 €",40%
905355,502151,1027,m,1,"34,91 €",0
905356,502151,1204,M,1,"12,35 €",0%
905357,502152,1257,S,1,"41,13 €",0.2
905358,502153,1204,M,1,"12,35 €",0%
905359,502153,1323,XS,1,"32,89 €",0.0
905360,502154,1334,M,1,"41,41 €",10%
905361,502154,1061,M,1,"46,35 €",20%
905362,502154,1158,37,1,"44,36 €",0.1
905363,502155,1226,S,1,"35,69 €",0
905364,502155,1351,XS,1,"26,88 €",0.0
905365,502156,1204,XS,2,"12,35 €",40
905366,502156,1338,M,1,"61,23 €",0.3
905367,502157,1127,37,1,"79,76 €",40%
905368,502158,1359,XL,3,"29,93 €",30%
905369,502158,1101,40,1,"57,43 €",50%
905370,502159,1061,M,1,"46,35 €",20%
905371,502159,1144,39,1,"75,61 €",10
905372,502159,1016,M,2,"58,66 €",0.2
905373,502159,1139,Talla 39,1,"49,46 €",0.5
905374,502159,1367,M,1,"13,47 €",0.0
905375,502159,1040,Talla M,2,"49,21 €",30
905376,502159,1094,41,1,"61,63 €",10
905377,502160,1042,m,1,"49,99 €",0.4
905378,502161,1190,s,2,"19,61 €",30
905379,502161,1072,M,2,"46,42 €",0%
905380,502161,1010,m,1,"32,90 €",30%
905381,502161,1384,M,3,"25,64 €",40%
905382,502162,1042,M,1,"49,99 €",0.4
905383,502162,1345,XS,2,"85,68 €",0.2
905384,502163,1114,39,1,"41,35 €",20%
905385,502163,1014,l,1,"48,60 €",10%
905386,502163,1388,m,1,"15,95 €",20
905387,502163,1204,s,1,"12,35 €",0.2
905388,502164,1349,S,3,"53,20 €",30%
905389,502165,1384,Talla S,2,"25,64 €",0
905390,502165,1013,S,1,"31,03 €",0
905391,502165,1197,XS,1,"14,87 €",0%
905392,502165,1318,L,1,"40,14 €",0%
905393,502165,1354,S,1,"10,85 €",0%
905394,502166,1070,M,1,"27,27 €",0.3
905395,502166,1121,38,3,"72,81 €",0.2
905396,502166,1397,M,1,"20,12 €",20%
905397,502167,1193,M,1,"20,23 €",0%
905398,502167,1208,Talla M,1,"22,70 €",10
905399,502168,1044,l,1,"36,91 €",0.0
905400,502168,1284,XS,1,"20,70 €",0.2
905401,502168,1299,XL,1,"43,49 €",0.2
905402,502169,1169,XS,1,"14,75 €",0.3
905403,502169,1305,Talla L,1,"32,92 €",40%
905404,502169,1027,S,1,"34,91 €",30%
905405,502170,1288,S,1,"30,24 €",30
905406,502170,1118,40,1,"79,30 €",0.2
905407,502170,1107,40,1,"55,33 €",40%
905408,502170,1123,Talla 41,1,"77,67 €",0.0
905409,502170,1121,40,1,"72,81 €",30%
905410,502171,1042,m,2,"49,99 €",40
905411,502171,1235,L,1,"34,51 €",30%
905412,502172,1106,Talla 38,1,"73,33 €",20
905413,502172,1315,Talla M,1,"32,56 €",0
905414,502172,1061,XL,1,"46,35 €",10%
905415,502173,1111,37,2,"59,92 €",0.0
905416,502173,1315,M,1,"32,56 €",0.1
905417,502174,1172,L,1,"18,98 €",0.1
905418,502174,1365,S,1,"27,56 €",0.1
905419,502174,1366,XS,1,"26,15 €",0
905420,502175,1280,S,3,"29,54 €",20
905421,502175,1229,Talla S,1,"38,72 €",10%
905422,502175,1036,Talla M,1,"51,15 €",20%
905423,502175,1197,S,1,"14,87 €",0
905424,502176,1378,l,2,"21,35 €",40
905425,502177,1029,xl,1,"31,92 €",0%
905426,502178,1143,37,1,"54,97 €",0%
905427,502178,1204,M,1,"12,35 €",0
905428,502178,1105,40,1,"77,31 €",0.0
905429,502179,1243,L,1,"42,14 €",0.4
905430,502179,1229,M,1,"38,72 €",20
905431,502179,1286,XL,1,"28,43 €",0.0
905432,502179,1204,L,1,"12,35 €",40%
905433,502179,1369,Talla L,1,"15,16 €",40%
905434,502179,1030,S,1,"46,38 €",0.3
905435,502180,1367,M,1,"13,47 €",0.0
905436,502180,1266,S,1,"33,10 €",0%
905437,502180,1157,39,1,"47,95 €",0.0
905438,502180,1294,L,2,"28,15 €",0.0
905439,502181,1136,Talla 36,2,"73,76 €",50%
905440,502181,1140,38,1,"39,31 €",0%
905441,502182,1152,Talla 40,1,"48,30 €",10
905442,502182,1141,38,1,"47,53 €",0.2
905443,502183,1042,Talla S,1,"49,99 €",40%
905444,502183,1055,M,1,"33,15 €",10
905445,502184,1169,XL,1,"14,75 €",0.2
905446,502184,1286,M,1,"28,43 €",10
905447,502184,1347,l,1,"80,46 €",20
905448,502185,1285,L,1,"39,82 €",0.4
905449,502186,1042,M,1,"49,99 €",40%
905450,502186,1187,M,1,"17,31 €",0.0
905451,502187,1314,S,1,"42,15 €",20
905452,502187,1242,M,1,"38,06 €",0.2
905453,502187,1384,XS,1,"25,64 €",0.1
905454,502187,1039,S,1,"53,52 €",0.2
905455,502188,1396,xl,1,"15,65 €",0%
905456,502188,1312,xs,1,"35,92 €",30%
905457,502188,1285,L,1,"39,82 €",10
905458,502188,1250,L,1,"31,36 €",20
905459,502188,1390,M,1,"19,91 €",30%
905460,502188,1159,38,1,"51,99 €",0.1
905461,502188,1223,l,1,"29,79 €",0.3
905462,502189,1158,39,1,"44,36 €",20%
905463,502189,1204,M,3,"12,35 €",20
905464,502189,1204,S,1,"12,35 €",20%
905465,502189,1315,M,2,"32,56 €",0%
905466,502190,1224,S,1,"25,88 €",30%
905467,502190,1110,40,1,"37,86 €",10
905468,502190,1062,L,1,"43,22 €",30%
905469,502190,1090,XL,1,"34,56 €",20
905470,502190,1376,L,1,"26,99 €",0.3
905471,502190,1194,M,3,"22,75 €",0.2
905472,502191,1075,S,1,"43,55 €",0.1
905473,502191,1379,S,1,"31,72 €",0.0
905474,502191,1100,40,1,"49,80 €",0.0
905475,502191,1374,XS,1,"12,90 €",0%
905476,502191,1064,M,1,"33,05 €",0.0
905477,502192,1040,L,1,"49,21 €",40%
905478,502193,1342,m,1,"54,22 €",0.2
905479,502193,1315,XL,1,"32,56 €",30%
905480,502194,1303,XS,1,"34,22 €",0.4
905481,502195,1118,Talla 38,2,"79,30 €",0%
905482,502195,1255,XL,1,"31,35 €",0.0
905483,502196,1314,L,1,"42,15 €",20
905484,502196,1372,Talla L,2,"28,06 €",20%
905485,502197,1029,M,1,"31,92 €",0.4
905486,502198,1204,xl,1,"12,35 €",10%
905487,502198,1133,40,1,"48,67 €",30%
905488,502199,1277,L,1,"28,10 €",0%
905489,502199,1206,M,1,"15,68 €",0
905490,502199,1038,M,1,"27,52 €",0.0
905491,502200,1043,S,1,"54,13 €",10%
905492,502200,1130,38,1,"73,00 €",40%
905493,502201,1303,XS,1,"34,22 €",40
905494,502202,1198,Talla XS,1,"16,38 €",10%
905495,502202,1275,M,1,"24,89 €",10%
905496,502202,1145,39,1,"44,56 €",0.2
905497,502203,1285,M,1,"39,82 €",0.0
905498,502203,1015,XL,1,"33,85 €",0
905499,502203,1365,XS,1,"27,56 €",0.0
905500,502203,1276,XS,1,"24,73 €",0
905501,502203,1214,Talla S,1,"17,10 €",20
905502,502204,1042,L,1,"49,99 €",40
905503,502204,1396,S,1,"15,65 €",40%
905504,502205,1163,Talla L,2,"22,89 €",40
905505,502205,1215,M,1,"23,23 €",0%
905506,502205,1243,XL,1,"42,14 €",20
905507,502206,1136,39,1,"73,76 €",10%
905508,502206,1254,M,1,"42,10 €",0.2
905509,502207,1260,S,1,"41,99 €",0.1
905510,502207,1014,S,1,"48,60 €",30%
905511,502207,1394,XL,1,"26,56 €",30%
905512,502208,1347,L,1,"80,46 €",0.3
905513,502208,1319,XS,1,"30,13 €",20%
905514,502208,1038,L,1,"27,52 €",0.4
905515,502209,1362,XS,2,"26,07 €",20
905516,502209,1379,M,1,"31,72 €",0%
905517,502209,1166,S,1,"15,50 €",0
905518,502210,1273,S,1,"32,69 €",20%
905519,502210,1169,m,1,"14,75 €",0.1
905520,502210,1282,L,1,"36,05 €",0
905521,502211,1175,S,1,"17,99 €",20%
905522,502211,1107,38,1,"55,33 €",40%
905523,502212,1211,L,1,"12,54 €",20%
905524,502212,1192,M,1,"13,33 €",0
905525,502213,1077,L,1,"57,81 €",20%
905526,502214,1052,XS,1,"52,18 €",0%
905527,502214,1400,Talla S,1,"25,30 €",0
905528,502214,1158,41,1,"44,36 €",0
905529,502215,1315,M,1,"32,56 €",0%
905530,502215,1302,S,1,"47,49 €",0%
905531,502216,1184,M,1,"14,15 €",0.0
905532,502216,1211,Talla L,1,"12,54 €",0
905533,502217,1053,m,1,"38,51 €",0.3
905534,502217,1239,S,3,"31,88 €",30
905535,502217,1328,l,1,"51,49 €",0.4
905536,502217,1202,M,1,"20,61 €",30
905537,502218,1240,XS,1,"41,66 €",0
905538,502218,1167,M,1,"18,87 €",0%
905539,502218,1023,XL,3,"31,99 €",10
905540,502218,1058,XS,2,"51,95 €",0.0
905541,502218,1399,XS,1,"31,60 €",10%
905542,502218,1016,XS,1,"58,66 €",0
905543,502219,1042,L,1,"49,99 €",0.4
905544,502219,1252,S,1,"33,85 €",0.4
905545,502219,1200,Talla M,1,"21,79 €",10
905546,502219,1357,M,3,"16,44 €",0.1
905547,502220,1393,XS,1,"13,58 €",0.0
905548,502221,1085,M,1,"41,61 €",0%
905549,502221,1204,L,1,"12,35 €",0%
905550,502221,1204,M,3,"12,35 €",0%
905551,502222,1052,M,1,"52,18 €",20%
905552,502222,1373,L,1,"14,01 €",0%
905553,502222,1121,40,3,"72,81 €",0.2
905554,502223,1204,L,1,"12,35 €",0
905555,502224,1136,40,1,"73,76 €",0.1
905556,502224,1255,XS,1,"31,35 €",30
905557,502224,1123,41,3,"77,67 €",20%
905558,502224,1266,M,1,"33,10 €",10
905559,502225,1362,Talla M,2,"26,07 €",0.2
905560,502225,1176,Talla L,1,"23,41 €",20
905561,502225,1106,Talla 40,1,"73,33 €",20
905562,502226,1366,S,1,"26,15 €",0.0
905563,502227,1168,XS,1,"19,82 €",0.2
905564,502228,1042,L,1,"49,99 €",0.4
905565,502228,1106,Talla 37,2,"73,33 €",30%
905566,502229,1336,Talla XL,3,"80,41 €",10%
905567,502230,1176,S,1,"23,41 €",0.3
905568,502230,1206,Talla S,1,"15,68 €",30%
905569,502230,1051,M,1,"46,46 €",20%
905570,502231,1095,Talla 40,1,"41,57 €",0%
905571,502231,1335,S,1,"70,30 €",30
905572,502231,1017,M,1,"33,77 €",0.2
905573,502231,1285,XS,1,"39,82 €",0.5
905574,502231,1323,L,1,"32,89 €",0.2
905575,502232,1028,Talla L,2,"48,82 €",10%
905576,502232,1094,42,1,"61,63 €",30%
905577,502233,1337,XS,1,"63,78 €",50%
905578,502233,1390,S,1,"19,91 €",0
905579,502234,1106,39,1,"73,33 €",0.2
905580,502234,1052,s,1,"52,18 €",10%
905581,502235,1113,39,2,"38,95 €",20%
905582,502235,1229,L,1,"38,72 €",0.1
905583,502235,1248,S,1,"44,58 €",0.1
905584,502236,1116,40,1,"50,71 €",0.4
905585,502236,1060,S,1,"48,04 €",10%
905586,502236,1145,36,1,"44,56 €",0.5
905587,502237,1042,Talla L,1,"49,99 €",40%
905588,502238,1246,L,3,"32,78 €",0.1
905589,502238,1305,L,1,"32,92 €",0.4
905590,502239,1263,Talla M,1,"39,31 €",0%
905591,502239,1321,xl,1,"37,98 €",30%
905592,502240,1228,M,1,"37,14 €",0.3
905593,502240,1182,M,1,"16,74 €",30
905594,502240,1388,M,1,"15,95 €",20
905595,502241,1032,m,1,"29,90 €",50%
905596,502241,1193,XS,1,"20,23 €",20%
905597,502241,1007,s,1,"30,50 €",30%
905598,502242,1376,XL,2,"26,99 €",10%
905599,502242,1318,m,1,"40,14 €",30
905600,502243,1235,M,3,"34,51 €",10%
905601,502244,1204,Talla XL,2,"12,35 €",0
905602,502244,1222,XL,1,"27,70 €",0.1
905603,502245,1328,XL,1,"51,49 €",0.2
905604,502245,1191,M,1,"20,63 €",30%
905605,502245,1226,M,1,"35,69 €",20
905606,502245,1305,l,1,"32,92 €",0.4
905607,502246,1348,L,1,"54,42 €",0.0
905608,502246,1242,XS,1,"38,06 €",0.0
905609,502246,1395,M,1,"20,05 €",0%
905610,502246,1182,S,1,"16,74 €",0%
905611,502246,1204,M,1,"12,35 €",0.0
905612,502247,1254,S,1,"42,10 €",0%
905613,502247,1096,Talla 41,1,"53,68 €",0
905614,502248,1053,xl,2,"38,51 €",30%
905615,502248,1214,L,2,"17,10 €",20%
905616,502248,1235,L,1,"34,51 €",30%
905617,502248,1034,L,1,"42,28 €",0.1
905618,502248,1148,36,1,"36,02 €",50
905619,502249,1094,Talla 39,1,"61,63 €",0.0
905620,502250,1036,Talla L,1,"51,15 €",40
905621,502250,1342,m,1,"54,22 €",30%
905622,502250,1273,Talla M,1,"32,69 €",10
905623,502251,1263,M,1,"39,31 €",0.1
905624,502252,1124,39,1,"77,92 €",0.1
905625,502252,1277,S,1,"28,10 €",0.3
905626,502253,1008,XL,1,"54,28 €",0.2
905627,502254,1066,XS,2,"34,07 €",20
905628,502254,1011,L,1,"58,99 €",0.3
905629,502254,1247,XS,1,"43,39 €",30%
905630,502255,1098,39,1,"38,24 €",50
905631,502256,1138,36,1,"48,26 €",0.2
905632,502256,1400,L,1,"25,30 €",40
905633,502256,1148,39,2,"36,02 €",50%
905634,502256,1016,L,2,"58,66 €",30%
905635,502256,1317,S,1,"27,13 €",10
905636,502257,1042,M,1,"49,99 €",0.4
905637,502258,1142,40,1,"75,44 €",0.3
905638,502258,1136,41,1,"73,76 €",10
905639,502258,1036,S,1,"51,15 €",30%
905640,502258,1077,L,1,"57,81 €",0.2
905641,502258,1371,xs,1,"33,17 €",20%
905642,502258,1256,Talla L,2,"30,08 €",30%
905643,502259,1229,L,2,"38,72 €",0%
905644,502260,1042,M,1,"49,99 €",40
905645,502261,1259,M,1,"30,24 €",0.3
905646,502261,1219,M,2,"17,73 €",10
905647,502261,1379,S,1,"31,72 €",50%
905648,502262,1372,XL,1,"28,06 €",40
905649,502262,1216,L,3,"17,83 €",10%
905650,502263,1107,39,1,"55,33 €",0%
905651,502263,1066,M,2,"34,07 €",0%
905652,502263,1036,L,1,"51,15 €",0.0
905653,502263,1399,M,1,"31,60 €",0
905654,502263,1115,40,1,"64,90 €",0%
905655,502264,1164,M,1,"18,58 €",40%
905656,502264,1362,M,1,"26,07 €",20%
905657,502264,1234,M,1,"26,50 €",30%
905658,502265,1285,Talla XL,1,"39,82 €",50%
905659,502265,1198,M,1,"16,38 €",30%
905660,502265,1210,Talla L,1,"18,98 €",30%
905661,502266,1072,xl,1,"46,42 €",0.3
905662,502266,1351,Talla L,1,"26,88 €",0.4
905663,502266,1292,M,2,"32,80 €",10%
905664,502266,1189,Talla S,1,"16,40 €",0.2
905665,502267,1336,XS,1,"80,41 €",0%
905666,502267,1148,40,1,"36,02 €",0
905667,502268,1229,M,1,"38,72 €",20%
905668,502268,1034,S,3,"42,28 €",0
905669,502269,1208,m,1,"22,70 €",0.3
905670,502270,1229,M,1,"38,72 €",0.1
905671,502270,1095,37,3,"41,57 €",10%
905672,502271,1339,XL,1,"55,93 €",30%
905673,502272,1234,Talla M,2,"26,50 €",10
905674,502273,1277,M,1,"28,10 €",0%
905675,502274,1327,l,2,"77,26 €",10%
905676,502275,1307,L,1,"42,98 €",20
905677,502276,1015,XL,1,"33,85 €",10%
905678,502277,1229,M,1,"38,72 €",0.0
905679,502277,1061,L,1,"46,35 €",10
905680,502277,1203,S,2,"19,01 €",20%
905681,502278,1148,39,1,"36,02 €",40%
905682,502278,1237,S,1,"35,53 €",40
905683,502279,1284,L,1,"20,70 €",30%
905684,502279,1036,M,1,"51,15 €",20%
905685,502280,1085,l,1,"41,61 €",30%
905686,502280,1117,40,1,"49,56 €",20%
905687,502281,1191,Talla XL,1,"20,63 €",0.4
905688,502281,1027,XS,1,"34,91 €",0.5
905689,502282,1027,M,1,"34,91 €",0.1
905690,502283,1204,L,1,"12,35 €",10%
905691,502283,1354,M,1,"10,85 €",0.2
905692,502284,1381,M,1,"34,45 €",0
905693,502284,1077,M,1,"57,81 €",0%
905694,502284,1014,M,1,"48,60 €",0.5
905695,502285,1322,M,1,"33,07 €",0.4
905696,502286,1098,40,1,"38,24 €",0.2
905697,502286,1006,Talla XL,1,"40,90 €",10%
905698,502286,1204,M,2,"12,35 €",0%
905699,502287,1284,m,1,"20,70 €",0%
905700,502287,1169,s,1,"14,75 €",0.0
905701,502287,1014,Talla M,1,"48,60 €",20%
905702,502287,1038,XS,1,"27,52 €",0%
905703,502287,1336,M,1,"80,41 €",0.0
905704,502288,1203,S,1,"19,01 €",0.0
905705,502288,1134,40,1,"31,21 €",0.2
905706,502288,1131,38,1,"55,67 €",0
905707,502288,1204,S,1,"12,35 €",0.1
905708,502289,1074,M,1,"27,23 €",50%
905709,502289,1106,38,2,"73,33 €",0.3
905710,502289,1095,39,1,"41,57 €",20%
905711,502290,1199,M,1,"21,22 €",20
905712,502290,1024,L,1,"56,24 €",0.3
905713,502291,1036,L,1,"51,15 €",0%
905714,502291,1375,Talla M,1,"22,99 €",0.0
905715,502291,1211,m,2,"12,54 €",0.1
905716,502291,1074,M,1,"27,23 €",0.0
905717,502291,1374,xs,1,"12,90 €",0%
905718,502292,1218,S,1,"23,13 €",0.2
905719,502293,1285,M,1,"39,82 €",0.1
905720,502293,1127,38,1,"79,76 €",0.0
905721,502293,1035,XL,1,"57,32 €",0.0
905722,502294,1145,38,1,"44,56 €",0.3
905723,502294,1217,S,1,"12,11 €",10
905724,502294,1143,38,1,"54,97 €",0.1
905725,502294,1289,Talla M,1,"22,39 €",30%
905726,502295,1042,L,1,"49,99 €",0.4
905727,502295,1322,XL,2,"33,07 €",0%
905728,502296,1136,40,1,"73,76 €",0%
905729,502296,1257,L,1,"41,13 €",0.0
905730,502296,1010,Talla S,1,"32,90 €",0%
905731,502297,1344,XL,1,"48,33 €",0.2
905732,502298,1172,l,1,"18,98 €",30%
905733,502298,1307,M,1,"42,98 €",10%
905734,502299,1229,M,1,"38,72 €",20
905735,502299,1204,L,2,"12,35 €",0.2
905736,502299,1346,M,1,"45,31 €",10%
905737,502299,1346,M,1,"45,31 €",10%
905738,502300,1250,L,1,"31,36 €",10%
905739,502300,1011,XS,1,"58,99 €",0.3
905740,502301,1168,XS,2,"19,82 €",50%
905741,502301,1095,37,1,"41,57 €",10
905742,502301,1211,M,1,"12,54 €",30%
905743,502302,1285,L,1,"39,82 €",0.1
905744,502302,1368,xs,1,"20,18 €",0.2
905745,502302,1136,40,1,"73,76 €",30%
905746,502302,1125,Talla 41,1,"51,19 €",0%
905747,502302,1050,L,1,"52,78 €",0.0
905748,502303,1034,M,1,"42,28 €",0.3
905749,502303,1208,M,1,"22,70 €",0.2
905750,502304,1095,Talla 38,1,"41,57 €",0.2
905751,502305,1331,Talla S,1,"73,27 €",30%
905752,502305,1270,S,1,"37,43 €",0.4
905753,502305,1071,S,1,"29,62 €",30
905754,502305,1314,Talla L,1,"42,15 €",0.4
905755,502305,1140,41,1,"39,31 €",0%
905756,502305,1026,xl,1,"49,99 €",0.0
905757,502306,1042,S,1,"49,99 €",0.4
905758,502306,1206,M,1,"15,68 €",0%
905759,502306,1204,S,1,"12,35 €",0.0
905760,502306,1311,l,1,"30,25 €",20%
905761,502306,1098,42,1,"38,24 €",10%
905762,502307,1288,M,1,"30,24 €",30%
905763,502308,1280,XL,1,"29,54 €",0
905764,502309,1069,S,2,"29,38 €",30
905765,502310,1315,L,1,"32,56 €",0.0
905766,502310,1175,L,1,"17,99 €",0.1
905767,502311,1144,36,2,"75,61 €",0.0
905768,502311,1054,Talla XL,1,"59,30 €",0.0
905769,502311,1217,M,1,"12,11 €",20
905770,502311,1148,39,1,"36,02 €",0.2
905771,502312,1203,L,1,"19,01 €",20%
905772,502312,1341,S,2,"40,01 €",50%
905773,502312,1219,Talla S,1,"17,73 €",10%
905774,502312,1148,Talla 37,1,"36,02 €",40%
905775,502313,1106,42,1,"73,33 €",20%
905776,502314,1315,M,1,"32,56 €",0.4
905777,502314,1236,S,2,"32,57 €",30%
905778,502314,1261,Talla L,1,"33,18 €",30%
905779,502314,1251,Talla L,1,"41,39 €",40
905780,502314,1039,L,1,"53,52 €",0.0
905781,502315,1316,XL,1,"43,89 €",10%
905782,502316,1400,XS,1,"25,30 €",10
905783,502317,1130,39,1,"73,00 €",0%
905784,502317,1266,S,1,"33,10 €",0%
905785,502317,1196,XL,1,"15,48 €",0.3
905786,502318,1285,XS,1,"39,82 €",0.2
905787,502319,1112,38,1,"78,05 €",0
905788,502319,1050,l,1,"52,78 €",10%
905789,502319,1094,39,1,"61,63 €",0%
905790,502319,1070,XL,1,"27,27 €",0.0
905791,502320,1230,L,1,"25,06 €",30%
905792,502320,1048,L,1,"36,45 €",20%
905793,502320,1358,L,1,"26,83 €",0.2
905794,502320,1366,S,1,"26,15 €",0.2
905795,502321,1305,L,1,"32,92 €",10%
905796,502321,1147,37,1,"30,45 €",0.1
905797,502321,1070,M,2,"27,27 €",30
905798,502322,1297,L,3,"39,25 €",0%
905799,502322,1398,L,1,"25,22 €",10%
905800,502323,1138,36,1,"48,26 €",20%
905801,502324,1312,M,1,"35,92 €",30
905802,502324,1285,S,1,"39,82 €",0.2
905803,502324,1314,m,1,"42,15 €",20
905804,502324,1391,XL,1,"13,83 €",0.2
905805,502324,1305,Talla M,1,"32,92 €",0%
905806,502325,1333,M,1,"89,35 €",10
905807,502325,1262,M,1,"36,87 €",20
905808,502326,1353,M,1,"13,83 €",40%
905809,502327,1157,39,1,"47,95 €",20
905810,502327,1346,Talla L,2,"45,31 €",0.3
905811,502328,1233,L,1,"30,63 €",0
905812,502328,1226,XS,1,"35,69 €",0.0
905813,502328,1185,xl,2,"21,81 €",0
905814,502329,1219,S,1,"17,73 €",0.0
905815,502330,1381,S,2,"34,45 €",0.2
905816,502330,1132,36,1,"72,05 €",30%
905817,502330,1285,L,1,"39,82 €",20
905818,502330,1207,M,1,"16,71 €",0.4
905819,502330,1222,l,1,"27,70 €",20%
905820,502331,1229,XS,1,"38,72 €",0.1
905821,502331,1302,M,1,"47,49 €",0.2
905822,502332,1042,m,1,"49,99 €",0.4
905823,502332,1172,M,2,"18,98 €",40
905824,502333,1304,s,1,"44,49 €",0.2
905825,502333,1066,L,1,"34,07 €",20
905826,502333,1012,M,1,"40,99 €",20
905827,502333,1315,XL,2,"32,56 €",0.2
905828,502334,1132,39,2,"72,05 €",30
905829,502334,1193,S,1,"20,23 €",0.3
905830,502334,1168,M,1,"19,82 €",20%
905831,502335,1106,Talla 39,1,"73,33 €",30%
905832,502335,1136,39,1,"73,76 €",0.2
905833,502335,1106,37,1,"73,33 €",20%
905834,502335,1362,L,2,"26,07 €",0.4
905835,502335,1282,M,2,"36,05 €",0.4
905836,502336,1042,M,1,"49,99 €",0.4
905837,502336,1397,M,1,"20,12 €",30
905838,502336,1176,XL,2,"23,41 €",20
905839,502336,1400,Talla XL,1,"25,30 €",0.2
905840,502336,1065,S,2,"49,52 €",30
905841,502336,1080,s,1,"34,78 €",0%
905842,502336,1076,XL,1,"47,04 €",40
905843,502337,1292,M,1,"32,80 €",20
905844,502337,1012,M,1,"40,99 €",0.1
905845,502338,1042,L,1,"49,99 €",40%
905846,502338,1170,M,1,"12,32 €",50%
905847,502339,1245,M,1,"40,31 €",20
905848,502340,1393,S,1,"13,58 €",0.2
905849,502341,1204,m,1,"12,35 €",0.1
905850,502341,1327,XS,1,"77,26 €",0.2
905851,502342,1177,L,2,"20,83 €",0.4
905852,502342,1219,Talla XS,1,"17,73 €",20
905853,502342,1370,S,1,"32,70 €",0%
905854,502342,1146,36,1,"34,21 €",0.3
905855,502342,1208,L,1,"22,70 €",20
905856,502342,1223,M,2,"29,79 €",40
905857,502343,1315,Talla S,1,"32,56 €",20
905858,502343,1374,s,1,"12,90 €",0.0
905859,502344,1255,M,1,"31,35 €",30%
905860,502345,1204,S,1,"12,35 €",0.2
905861,502345,1258,M,1,"35,14 €",10%
905862,502345,1386,M,1,"32,98 €",50
905863,502346,1078,L,1,"56,16 €",10
905864,502346,1204,M,1,"12,35 €",0%
905865,502346,1165,M,2,"13,35 €",20
905866,502346,1074,m,1,"27,23 €",0.3
905867,502346,1298,XL,1,"30,07 €",20
905868,502347,1042,XS,1,"49,99 €",40%
905869,502347,1240,xl,1,"41,66 €",10
905870,502348,1122,Talla 41,1,"63,66 €",10
905871,502348,1013,XL,1,"31,03 €",0.3
905872,502349,1250,Talla S,2,"31,36 €",0.0
905873,502349,1061,XL,1,"46,35 €",10%
905874,502349,1365,M,2,"27,56 €",10%
905875,502349,1052,S,1,"52,18 €",0.1
905876,502349,1037,L,1,"41,52 €",40%
905877,502349,1326,M,1,"67,24 €",0.2
905878,502349,1085,S,1,"41,61 €",10%
905879,502349,1040,Talla L,1,"49,21 €",0
905880,502350,1042,m,1,"49,99 €",0.4
905881,502350,1322,s,1,"33,07 €",10%
905882,502351,1197,Talla M,1,"14,87 €",0%
905883,502351,1004,S,1,"45,55 €",0.3
905884,502352,1161,L,3,"23,07 €",0.2
905885,502352,1252,L,1,"33,85 €",10
905886,502352,1115,Talla 42,2,"64,90 €",20%
905887,502352,1245,XL,1,"40,31 €",40
905888,502353,1027,s,1,"34,91 €",30
905889,502353,1001,Talla M,1,"32,57 €",20%
905890,502354,1327,L,1,"77,26 €",0.3
905891,502355,1153,39,1,"46,79 €",20%
905892,502356,1014,M,1,"48,60 €",20
905893,502356,1144,38,1,"75,61 €",0.2
905894,502357,1262,S,1,"36,87 €",0.3
905895,502357,1203,l,1,"19,01 €",0.3
905896,502357,1066,M,1,"34,07 €",20
905897,502357,1348,Talla L,2,"54,42 €",0.2
905898,502358,1047,L,1,"27,30 €",40%
905899,502358,1208,M,2,"22,70 €",10
905900,502358,1362,l,1,"26,07 €",20
905901,502359,1210,m,1,"18,98 €",0.3
905902,502359,1035,XL,2,"57,32 €",0.2
905903,502360,1328,M,1,"51,49 €",0.4
905904,502360,1346,S,1,"45,31 €",0.1
905905,502360,1052,XS,1,"52,18 €",10
905906,502361,1374,S,1,"12,90 €",0.1
905907,502362,1141,41,2,"47,53 €",0.1
905908,502362,1020,XS,1,"35,48 €",30%
905909,502362,1314,XL,1,"42,15 €",0.4
905910,502363,1130,39,1,"73,00 €",50
905911,502363,1280,L,1,"29,54 €",20%
905912,502364,1254,L,1,"42,10 €",20%
905913,502364,1364,M,1,"11,29 €",30%
905914,502365,1172,XL,1,"18,98 €",30
905915,502365,1315,L,1,"32,56 €",0.0
905916,502366,1336,M,1,"80,41 €",0
905917,502366,1180,Talla L,1,"17,79 €",0.0
905918,502366,1337,M,1,"63,78 €",0.0
905919,502366,1142,42,1,"75,44 €",0%
905920,502367,1169,Talla L,1,"14,75 €",10
