devolucion_id,linea_id,fecha_devolucion,talla,motivo
700995,903778,2024-07-07,M,talla incorrecta
703350,912252,11 jul 2024,36,talla incorrecta
703297,912073,12/07/2024,S,talla incorrecta
704615,916714,2024-07-19,s,cambió de opinión
701298,904826,2024-07-17,M,talla incorrecta
703334,912202,2024-07-15,XS,talla incorrecta
700074,900290,11 jul 2024,L,talla incorrecta
704675,916904,2024-07-13,M,talla incorrecta
700647,902454,2024-07-17,S,talla incorrecta
703264,911935,2024-07-19,XS,no me gusta
702228,908186,2024-07-12,40,no me gusta
704002,914576,2024-07-20,37,no me queda bien
702812,910264,14/07/2024,s,talla incorrecta
703746,913655,17/07/2024,M,defecto
702494,909070,2024-07-21,l,talla incorrecta
702723,909928,2024-07-18,L,no me gusta
704309,915671,2024-06-29,38,talla incorrecta
700664,902507,2024-07-21,M,no me queda bien
700056,900217,2024-07-20,S,talla incorrecta
701945,907110,20 jul 2024,M,no me queda bien
702064,907600,2024-07-11,S,no me queda bien
704387,915928,2024-07-18,XS,cambió de opinión
702124,907817,13/07/2024,M,talla incorrecta
704772,917270,18/07/2024,Talla L,color distinto
700641,902429,2024-07-19,M,color distinto
702915,910636,13/07/2024,L,talla incorrecta
703502,912736,2024-07-06,M,no me queda bien
703185,911623,2024-07-07,XL,no me gusta
702923,910664,2024-07-18,XL,talla incorrecta
701630,905963,2024-07-19,L,talla incorrecta
703275,911974,2024-07-17,S,no me gusta
703437,912532,16 jul 2024,M,talla incorrecta
702181,908012,14/07/2024,M,defecto
702638,909617,13/07/2024,M,no me gusta
700967,903671,20/07/2024,S,talla incorrecta
705512,919990,19/07/2024,XS,talla incorrecta
704953,917947,16 jul 2024,XL,defecto
701506,905507,2024-07-21,39,color distinto
704333,915763,2024-07-15,M,no me gusta
704482,916251,2024-07-21,S,cambió de opinión
700619,902343,07/07/2024,Talla M,cambió de opinión
700808,903060,2024-07-19,XL,talla incorrecta
704736,917119,2024-07-11,S,cambió de opinión
700394,901522,2024-07-17,XL,color distinto
704147,915069,2024-07-21,XS,talla incorrecta
700393,901521,2024-07-17,M,talla incorrecta
704993,918103,2024-07-15,L,color distinto
705049,918308,16 jul 2024,M,talla incorrecta
705334,919385,11 jul 2024,Talla L,cambió de opinión
705494,919943,06/07/2024,L,cambió de opinión
702608,909519,16/07/2024,S,no me gusta
705038,918283,10 jul 2024,L,color distinto
702853,910423,15/07/2024,Talla S,color distinto
700038,900163,20/07/2024,L,me queda pequeño
703194,911646,03/07/2024,40,no me queda bien
703764,913735,2024-07-03,XS,talla incorrecta
705067,918379,2024-07-16,Talla M,no me queda bien
700212,900821,15 jul 2024,L,no me gusta
700855,903279,2024-07-17,L,no me gusta
703884,914155,15/07/2024,L,defecto
703524,912816,2024-07-12,Talla XS,defecto
705525,2029665,22/07/2024,M,no me gusta
701981,907267,2024-07-20,S,color distinto
705205,918925,12/07/2024,S,talla incorrecta
703505,912741,2024-07-17,Talla S,no me queda bien
704802,917393,12/07/2024,37,no me gusta
700970,903676,20 jul 2024,l,defecto
703905,914250,16/07/2024,L,no me queda bien
700298,901115,2024-07-15,L,talla incorrecta
700234,900906,15/07/2024,40,no me gusta
700006,900009,12/07/2024,M,no me gusta
701052,903979,20/07/2024,Talla XL,talla incorrecta
703280,912000,2024-07-10,M,no me gusta
705162,918736,2024-07-18,L,defecto
703711,913487,2024-07-18,L,no me gusta
701977,907257,13/07/2024,S,defecto
704832,917501,2024-07-19,Talla M,talla incorrecta
701437,905294,2024-07-12,Talla M,no me gusta
703358,912272,21/07/2024,M,no me queda bien
704537,916439,12/07/2024,xl,talla incorrecta
700853,903273,17/07/2024,40,talla incorrecta
703409,912442,2024-07-18,M,cambió de opinión
700230,900892,2024-07-18,36,no me queda bien
703507,912753,2024-07-19,M,no me gusta
702858,910441,18/07/2024,L,no me gusta
701516,905556,2024-07-16,XS,talla incorrecta
702584,909431,2024-07-14,M,talla incorrecta
700257,900970,11/07/2024,M,no me gusta
701027,903886,14/07/2024,XL,no me gusta
702619,909552,2024-07-14,41,color distinto
702973,910846,2024-07-14,L,color distinto
702010,907399,2024-07-13,S,no me gusta
700340,901296,19 jul 2024,XS,talla incorrecta
700446,901688,07/07/2024,XS,no me gusta
704986,918089,2024-07-19,M,color distinto
702138,907859,2024-07-20,S,color distinto
704581,916605,11/07/2024,S,cambió de opinión
700482,901836,2024-07-17,42,no me gusta
701960,907177,16/07/2024,L,me queda pequeño
700812,903081,2024-07-17,M,defecto
703370,912312,2024-07-19,Talla S,no me queda bien
703745,913654,17/07/2024,s,defecto
704457,916174,13/07/2024,37,cambió de opinión
703341,912219,22 jul 2024,l,talla incorrecta
703538,912872,12/07/2024,36,talla incorrecta
701174,904410,14/07/2024,38,cambió de opinión
700856,903281,16/07/2024,37,defecto
702500,909084,2024-07-12,L,no me gusta
705245,919074,2024-07-21,L,no me queda bien
702072,907632,30/06/2024,36,no me queda bien
700015,900062,2024-07-05,37,cambió de opinión
703048,911096,2024-07-14,M,no me queda bien
703344,912224,15 jul 2024,39,talla incorrecta
704230,915413,17/07/2024,M,no me gusta
703747,913660,2 jul 2024,l,no me gusta
700068,900255,13 jul 2024,l,no me queda bien
701422,905237,2024-07-05,41,cambió de opinión
703798,913835,2024-07-20,S,talla incorrecta
702556,909331,19/07/2024,M,cambió de opinión
700338,901293,13 jul 2024,37,no me queda bien
703546,912893,12/07/2024,S,no me gusta
704780,917299,2024-07-12,L,no me queda bien
700224,900862,21/07/2024,S,no me gusta
701850,906734,16/07/2024,L,cambió de opinión
700613,902324,2024-07-14,L,defecto
700889,903415,22 jul 2024,37,cambió de opinión
703987,914524,10/07/2024,L,defecto
702314,908485,2024-07-21,M,color distinto
700761,902889,12/07/2024,40,no me gusta
703276,911987,08/07/2024,XS,no me queda bien
703259,911921,05/07/2024,XL,no me gusta
700498,901888,2024-07-17,39,talla incorrecta
700017,900069,2024-07-12,L,talla incorrecta
700593,902250,20/07/2024,Talla L,talla incorrecta
702296,908403,20/07/2024,M,no me queda bien
702200,908097,2024-07-21,L,no me gusta
704149,915078,2024-07-19,Talla S,no me gusta
700232,900897,12 jul 2024,37,no me queda bien
700268,901006,17/07/2024,Talla L,talla incorrecta
703113,911353,18 jul 2024,S,talla incorrecta
703585,913068,2024-07-13,S,no me gusta
705045,918298,20/07/2024,40,talla incorrecta
704294,915616,2024-07-18,M,no me queda bien
702135,907850,2024-07-10,L,talla incorrecta
705288,919208,2024-07-06,XS,no me queda bien
701245,904634,2024-07-09,XL,talla incorrecta
704167,915204,20/07/2024,M,talla incorrecta
701868,906796,12/07/2024,xs,no me gusta
704715,917050,2024-07-18,42,talla incorrecta
704474,916227,21/07/2024,M,me queda pequeño
704799,917379,2024-07-12,S,color distinto
704055,914751,18/07/2024,M,talla incorrecta
703139,911445,3 jul 2024,36,color distinto
704540,916450,16/07/2024,M,talla incorrecta
702762,910062,13/07/2024,Talla XS,no me gusta
701310,904870,2024-07-02,M,no me queda bien
700213,900822,2024-07-19,38,color distinto
704957,917959,12/07/2024,42,no me queda bien
704702,916985,15 jul 2024,Talla 38,talla incorrecta
702151,907897,2024-07-15,M,cambió de opinión
700060,900232,16/07/2024,41,talla incorrecta
700012,900056,16/07/2024,Talla 38,no me queda bien
702154,907901,2024-07-10,xl,cambió de opinión
705141,918652,2024-07-14,XL,talla incorrecta
701736,906363,2024-07-18,XL,cambió de opinión
704360,915848,11/07/2024,S,talla incorrecta
704743,917147,22/07/2024,S,no me queda bien
700521,901966,4 jul 2024,XL,defecto
702987,910900,2024-07-11,39,defecto
700325,901225,2024-07-17,M,no me gusta
703110,911344,2024-07-15,S,cambió de opinión
700620,902344,2024-07-07,42,talla incorrecta
703153,911497,20/07/2024,39,no me queda bien
705254,919099,2024-07-12,L,talla incorrecta
701156,904350,18/07/2024,M,talla incorrecta
703517,912790,19 jul 2024,L,no me gusta
701789,906572,11/07/2024,XS,talla incorrecta
700471,901801,2024-07-18,S,no me gusta
702595,909465,19/07/2024,S,defecto
702167,907946,19/07/2024,37,no me gusta
703741,913640,14/07/2024,XL,no me queda bien
700397,901534,17 jul 2024,S,no me queda bien
701178,904426,05/07/2024,S,no me gusta
702497,909075,18 jul 2024,m,no me gusta
704373,915898,21 jul 2024,Talla 40,defecto
700300,901118,2024-07-18,XL,no me gusta
703000,910934,2024-07-08,M,no me queda bien
701071,904042,14/07/2024,Talla S,no me gusta
704139,915045,2024-07-12,XL,defecto
701329,904941,12/07/2024,39,talla incorrecta
701008,903812,15/07/2024,37,cambió de opinión
700062,900235,2024-07-15,S,talla incorrecta
703606,913134,03/07/2024,S,cambió de opinión
701932,907067,17/07/2024,38,color distinto
704465,916202,2024-07-15,S,talla incorrecta
702420,908818,18/07/2024,xs,defecto
704422,916046,2024-07-21,M,Talla
705348,919440,2024-07-21,L,no me gusta
700127,900488,20/07/2024,l,Talla
701455,905333,2024-07-18,L,talla incorrecta
700933,903539,12 jul 2024,XS,talla incorrecta
700695,902634,18/07/2024,38,talla incorrecta
703633,913235,15 jul 2024,M,color distinto
703885,914156,2024-07-13,Talla L,talla incorrecta
701120,904189,16 jul 2024,M,talla incorrecta
702849,910405,2024-07-19,XS,no me gusta
700075,900292,30/06/2024,S,talla incorrecta
704541,916453,2024-07-18,41,no me queda bien
702434,908861,2024-07-20,Talla 42,no me gusta
705176,918777,11/07/2024,M,color distinto
704932,917873,2024-06-30,M,talla incorrecta
703508,912754,09/07/2024,S,talla incorrecta
702513,909122,2024-07-12,L,cambió de opinión
704152,915091,21 jul 2024,L,no me queda bien
704264,915527,15 jul 2024,M,no me queda bien
705016,918199,21/07/2024,xl,talla incorrecta
701816,906648,2024-07-10,L,cambió de opinión
700683,902589,2024-07-18,M,no me queda bien
703557,912947,11/07/2024,M,cambió de opinión
704098,914901,2024-07-13,Talla 39,defecto
704816,917437,18/07/2024,37,talla incorrecta
704853,917579,19/07/2024,m,defecto
702952,910773,2024-07-14,38,no me queda bien
702207,908120,2024-07-11,XL,no me queda bien
704915,917822,2024-07-10,M,cambió de opinión
702698,909831,2024-07-10,XS,defecto
702277,908344,2024-07-03,39,no me queda bien
704142,915052,18/07/2024,M,no me gusta
702380,908702,2024-07-13,Talla S,cambió de opinión
702664,909712,2024-07-18,Talla M,talla incorrecta
700066,900249,14/07/2024,M,talla incorrecta
700827,903158,2024-07-15,L,no me gusta
703916,914309,2024-07-20,M,cambió de opinión
705276,919168,16/07/2024,M,talla incorrecta
701695,906216,11/07/2024,S,color distinto
702097,907726,2024-07-20,39,no me gusta
705046,918300,2024-07-21,S,no me queda bien
700534,902002,2024-07-21,37,cambió de opinión
700134,900512,2024-07-17,m,defecto
700401,901546,14/07/2024,s,no me queda bien
704703,916994,18/07/2024,XS,no me gusta
704709,917033,2024-07-16,39,talla incorrecta
700884,903387,14/07/2024,39,no me gusta
702054,907574,16 jul 2024,S,talla incorrecta
704489,916267,10 jul 2024,M,no me gusta
704424,916056,9 jul 2024,m,no me gusta
700805,903053,2024-07-10,39,no me gusta
702405,908769,12 jul 2024,S,talla incorrecta
704616,916718,14/07/2024,S,no me gusta
702913,910627,13/07/2024,M,color distinto
701618,905930,13/07/2024,Talla XS,cambió de opinión
703338,912212,22/07/2024,L,talla incorrecta
701690,906200,2024-07-09,41,cambió de opinión
701103,904134,2024-07-21,S,cambió de opinión
701299,904832,2024-07-15,M,no me queda bien
701759,906470,2024-07-12,37,defecto
704495,916281,11 jul 2024,39,no me queda bien
704803,917394,2024-07-18,S,cambió de opinión
701468,905380,19 jul 2024,M,no me gusta
704746,917183,2024-07-16,M,no me gusta
704364,915859,2024-07-18,L,talla incorrecta
702332,908534,2024-07-20,XL,cambió de opinión
701376,905065,2024-07-12,41,no me queda bien
701394,905144,2024-07-19,S,no me gusta
703911,914280,21/07/2024,M,talla incorrecta
703923,914334,03/07/2024,S,no me gusta
703729,913584,2024-07-05,S,no me queda bien
704983,918078,2024-07-10,M,Talla
704102,914913,2024-07-14,l,defecto
700032,900145,20/07/2024,M,defecto
700396,901528,2024-07-06,36,talla incorrecta
703388,912377,09/07/2024,S,no me queda bien
704631,916757,22/07/2024,M,talla incorrecta
701262,904692,2024-07-21,Talla S,no me queda bien
700047,900186,2024-07-17,37,talla incorrecta
703016,910986,13/07/2024,S,no me queda bien
700145,900552,15/07/2024,S,talla incorrecta
701148,904325,2024-07-10,M,defecto
704380,915914,21/07/2024,l,no me queda bien
701518,905568,2024-07-13,S,defecto
701554,905701,2024-07-06,M,cambió de opinión
702990,910910,2024-07-18,39,talla incorrecta
704113,914957,15/07/2024,Talla L,no me queda bien
702609,909520,17/07/2024,XL,no me gusta
705540,2037162,2024-07-17,M,color distinto
703478,912647,17/07/2024,s,no me queda bien
700633,902403,19 jul 2024,M,no me queda bien
705489,919934,20 jul 2024,XS,defecto
701032,903904,2024-07-18,S,defecto
704936,917881,15/07/2024,M,talla incorrecta
704980,918073,2024-07-17,S,talla incorrecta
703144,911467,2024-07-17,S,talla incorrecta
701637,905998,19/07/2024,39,no me queda bien
702105,907753,19/07/2024,L,no me gusta
703254,911878,16/07/2024,S,defecto
701917,907005,05/07/2024,41,defecto
702977,910866,20/07/2024,m,talla incorrecta
703499,912723,2024-07-16,M,no me queda bien
705440,919783,13/07/2024,S,no me queda bien
701499,905491,18/07/2024,S,color distinto
702423,908831,2024-07-20,40,defecto
701712,906265,2024-07-19,M,talla incorrecta
701021,903857,21/07/2024,s,talla incorrecta
703433,912512,19 jul 2024,L,no me gusta
703873,914123,2024-07-17,s,talla incorrecta
701200,904491,6 jul 2024,Talla S,talla incorrecta
702897,910580,09/07/2024,M,defecto
703752,913675,07/07/2024,Talla 38,talla incorrecta
704930,917869,2024-07-16,S,cambió de opinión
704527,916382,2024-07-15,M,no me queda bien
704243,915464,2024-07-18,Talla L,no me gusta
704075,914822,2024-07-21,38,talla incorrecta
702919,910651,17/07/2024,M,talla incorrecta
702687,909793,2 jul 2024,Talla M,color distinto
704407,915984,17 jul 2024,S,color distinto
704009,914600,2024-07-15,S,no me gusta
703461,912606,2024-07-11,XL,talla incorrecta
705345,919427,2024-07-11,XL,defecto
700697,902640,18/07/2024,M,no me gusta
702942,910738,2024-07-11,39,no me gusta
701064,904001,2024-07-16,37,no me gusta
703244,911840,2024-07-19,M,talla incorrecta
704789,917339,2024-07-17,XL,no me gusta
703867,914089,2024-07-03,M,defecto
700880,903371,16/07/2024,M,defecto
700766,902897,19/07/2024,S,no me gusta
701577,905780,2024-07-14,Talla L,no me queda bien
700869,903340,01/07/2024,L,color distinto
701009,903817,15/07/2024,36,no me queda bien
700262,900988,2024-07-14,m,no me queda bien
700221,900844,9 jul 2024,M,cambió de opinión
703147,911475,2024-07-17,XS,no me gusta
705264,919136,2024-07-15,XL,no me gusta
701212,904531,2024-07-08,XS,color distinto
705302,919258,19 jul 2024,XS,defecto
702836,910355,2024-07-14,M,no me queda bien
702696,909824,14/07/2024,41,no me queda bien
705319,919323,15/07/2024,39,cambió de opinión
704351,915815,2024-07-15,M,talla incorrecta
700687,902620,15/07/2024,l,defecto
700902,903454,2024-07-20,40,no me queda bien
702834,910341,2024-07-17,S,talla incorrecta
702751,910018,21 jul 2024,Talla L,talla incorrecta
704458,916178,2024-07-14,M,talla incorrecta
701864,906776,14 jul 2024,xl,talla incorrecta
703453,912580,13/07/2024,Talla 39,talla incorrecta
704263,915521,7 jul 2024,M,defecto
702835,910348,11 jul 2024,M,talla incorrecta
701417,905222,2024-07-15,Talla M,no me queda bien
702551,909307,19 jul 2024,M,talla incorrecta
702029,907476,21/07/2024,S,defecto
703287,912037,19/07/2024,Talla M,no me gusta
704462,916194,10/07/2024,L,no me queda bien
703157,911516,08/07/2024,39,cambió de opinión
703330,912189,17 jul 2024,m,no me gusta
704246,915472,18 jul 2024,S,defecto
700381,901478,2024-07-13,40,talla incorrecta
704863,917629,17/07/2024,L,cambió de opinión
701196,904473,2024-07-20,M,talla incorrecta
704356,915840,18 jul 2024,XS,talla incorrecta
703179,911606,13/07/2024,37,color distinto
702959,910790,20/07/2024,L,talla incorrecta
701656,906059,2024-07-16,L,talla incorrecta
700444,901682,2024-07-12,Talla L,no me queda bien
701766,906496,2024-07-17,XL,talla incorrecta
702706,909881,2024-07-18,S,cambió de opinión
704858,917609,20/07/2024,L,cambió de opinión
701093,904113,16/07/2024,m,cambió de opinión
701185,904451,2024-07-16,39,color distinto
702339,908554,2024-07-16,XS,cambió de opinión
703135,911429,16/07/2024,S,no me gusta
705020,918210,2024-07-16,M,cambió de opinión
705344,919425,15/07/2024,XL,defecto
702043,907534,2024-07-21,M,cambió de opinión
701111,904157,09/07/2024,XL,talla incorrecta
703641,913251,2024-07-16,Talla 40,talla incorrecta
701847,906730,2024-07-17,39,no me gusta
703929,914344,13/07/2024,S,no me gusta
701567,905741,2024-07-19,Talla 37,no me queda bien
705310,919292,2024-07-12,M,talla incorrecta
701648,906035,2024-07-21,37,no me gusta
702962,910809,2024-07-18,XS,defecto
703964,914444,22 jul 2024,XL,no me queda bien
704225,915390,2024-07-17,M,Talla
700167,900648,14/07/2024,S,defecto
703052,911109,2024-07-17,m,color distinto
702518,909150,2024-07-14,S,no me gusta
703420,912461,22 jul 2024,36,color distinto
704026,914655,18/07/2024,XS,no me gusta
703655,913295,19/07/2024,XS,no me queda bien
704503,916306,18/07/2024,m,color distinto
701684,906180,2024-07-17,XL,no me queda bien
705386,919578,16 jul 2024,L,defecto
705461,919861,19/07/2024,L,no me gusta
700781,902970,14/07/2024,L,talla incorrecta
704870,917651,16 jul 2024,XL,cambió de opinión
705454,919842,2024-07-17,M,talla incorrecta
701642,906014,2024-07-05,S,talla incorrecta
703653,913290,13/07/2024,37,no me queda bien
700579,902183,06/07/2024,L,cambió de opinión
702203,908102,15/07/2024,M,no me queda bien
705210,918930,2024-07-17,S,defecto
700963,903658,20 jul 2024,L,talla incorrecta
705008,918166,18 jul 2024,m,talla incorrecta
700929,903526,16 jul 2024,XS,talla incorrecta
703682,913378,09/07/2024,XS,talla incorrecta
702794,910190,2024-07-06,37,defecto
700178,900697,2024-07-18,S,cambió de opinión
702516,909139,16/07/2024,S,talla incorrecta
702613,909537,18/07/2024,S,talla incorrecta
704158,915133,2024-07-14,L,defecto
700276,901031,19 jul 2024,s,defecto
704848,917566,14/07/2024,41,no me gusta
704875,917665,2024-07-14,XL,no me gusta
701403,905163,18 jul 2024,XL,cambió de opinión
701236,904612,2024-07-20,XL,color distinto
704170,915209,07/07/2024,M,defecto
700704,902675,2024-07-19,Talla M,talla incorrecta
703012,910965,13/07/2024,41,cambió de opinión
701151,904334,16/07/2024,S,talla incorrecta
703068,911165,16/07/2024,M,no me queda bien
700622,902354,2024-07-09,M,defecto
705444,919796,15 jul 2024,M,no me queda bien
701715,906270,2024-07-10,Talla S,no me gusta
703706,913476,20 jul 2024,36,defecto
703912,914293,2024-07-09,Talla XL,no me gusta
703760,913706,2024-07-17,37,no me queda bien
704891,917713,2024-07-15,37,no me queda bien
702007,907379,2024-07-08,Talla 38,no me gusta
700515,901950,20/07/2024,40,talla incorrecta
704958,917961,2024-07-14,L,no me queda bien
704659,916840,2024-07-20,L,cambió de opinión
701660,906081,11/07/2024,XS,no me queda bien
701474,905407,2024-07-09,40,no me gusta
700375,901437,2024-07-12,Talla S,talla incorrecta
700286,901066,2024-07-20,L,no me queda bien
700069,900256,2024-07-14,M,talla incorrecta
700107,900427,18/07/2024,Talla M,talla incorrecta
704045,914701,2024-07-15,XL,talla incorrecta
704680,916927,2024-07-17,L,no me queda bien
704451,916133,2024-07-19,l,cambió de opinión
701081,904078,2024-07-03,XL,talla incorrecta
701775,906521,2024-07-11,Talla XL,no me gusta
704070,914792,16/07/2024,Talla XS,talla incorrecta
703448,912561,09/07/2024,38,cambió de opinión
701311,904875,2024-07-18,Talla S,no me gusta
701283,904771,2024-07-17,L,talla incorrecta
700797,903030,18/07/2024,XS,color distinto
703736,913620,2024-07-20,XS,no me gusta
701450,905320,2024-07-17,Talla M,cambió de opinión
700407,901570,2024-07-14,L,no me queda bien
703272,911967,21/07/2024,M,color distinto
705323,919331,2024-07-08,M,no me queda bien
700700,902660,2024-07-11,S,defecto
701881,906846,13/07/2024,M,no me gusta
704413,916010,2024-07-22,M,no me queda bien
703001,910935,2024-07-10,L,no me gusta
703090,911261,2024-07-20,Talla L,color distinto
700621,902347,19 jul 2024,40,talla incorrecta
704872,917656,2024-07-12,M,color distinto
701097,904125,2024-07-17,M,cambió de opinión
701014,903845,21 jul 2024,S,color distinto
701491,905470,17/07/2024,L,no me gusta
701658,906069,2024-07-11,S,no me gusta
704635,916771,19/07/2024,L,color distinto
704065,914777,17/07/2024,XL,defecto
705556,2040494,8 jul 2024,Talla M,no me queda bien
700862,903298,09/07/2024,S,defecto
703340,912217,14 jul 2024,38,no me queda bien
704800,917382,2024-07-14,Talla S,defecto
701553,905697,10/07/2024,XL,no me queda bien
701888,906895,2024-07-20,m,talla incorrecta
704018,914622,12 jul 2024,m,talla incorrecta
702220,908161,2024-07-07,S,color distinto
703239,911828,15/07/2024,40,no me gusta
701742,906397,18/07/2024,XS,no me gusta
702441,908882,2024-07-05,S,cambió de opinión
701729,906341,2024-07-12,M,cambió de opinión
701132,904245,2024-07-20,Talla XS,talla incorrecta
702027,907465,2024-07-18,36,no me queda bien
705352,919457,2024-07-18,s,defecto
703417,912457,20 jul 2024,S,color distinto
702254,908276,30 jun 2024,S,no me queda bien
704182,915241,21/07/2024,41,talla incorrecta
702529,909204,2024-07-18,38,no me queda bien
703129,911408,02/07/2024,L,defecto
702640,909626,2024-07-11,M,no me gusta
703700,913454,2024-07-20,38,defecto
704879,917676,2024-07-22,M,color distinto
701992,907330,2024-07-17,41,no me gusta
703030,911039,2024-07-19,M,no me queda bien
702611,909534,11/07/2024,M,no me queda bien
703217,911750,20 jul 2024,L,talla incorrecta
702166,907944,2024-07-02,L,no me gusta
703336,912205,16/07/2024,M,Talla
705329,919364,18/07/2024,M,me queda pequeño
700374,901424,2024-07-17,L,defecto
701670,906130,07/07/2024,l,no me queda bien
701867,906783,2024-07-16,S,no me gusta
700824,903155,20/07/2024,M,no me queda bien
704567,916560,17/07/2024,L,talla incorrecta
701390,905131,18/07/2024,XL,color distinto
701820,906655,08/07/2024,L,no me gusta
700036,900158,15/07/2024,Talla L,talla incorrecta
705468,919884,2024-07-17,39,talla incorrecta
702460,908950,30/06/2024,M,talla incorrecta
702531,909222,7 jul 2024,XS,talla incorrecta
702270,908331,20/07/2024,XL,no me gusta
701425,905250,2024-07-04,36,no me gusta
702967,910832,16/07/2024,S,no me queda bien
705501,919960,2024-07-09,37,defecto
704525,916368,2024-07-13,Talla S,cambió de opinión
700541,902035,18/07/2024,41,no me queda bien
703778,913779,04/07/2024,38,no me queda bien
702275,908338,06/07/2024,m,cambió de opinión
700304,901135,10/07/2024,S,talla incorrecta
703229,911789,13 jul 2024,Talla 40,no me queda bien
701300,904835,2024-07-11,L,defecto
700804,903048,2024-07-15,Talla S,no me queda bien
701625,905952,2024-07-15,Talla XL,no me queda bien
702596,909469,12 jul 2024,42,no me gusta
701659,906070,12 jul 2024,S,color distinto
703419,912459,15 jul 2024,S,defecto
703870,914102,2024-07-20,XS,cambió de opinión
700818,903097,19/07/2024,M,no me gusta
701195,904472,2024-07-16,XS,no me gusta
703307,912098,5 jul 2024,Talla XL,defecto
701703,906242,15 jul 2024,37,talla incorrecta
703390,912390,2024-07-21,L,talla incorrecta
702137,907858,2024-07-20,Talla 38,talla incorrecta
704060,914766,19/07/2024,XL,no me queda bien
702298,908409,2024-07-20,Talla M,talla incorrecta
703393,912398,21/07/2024,Talla L,color distinto
700603,902296,2024-07-14,L,talla incorrecta
705048,918303,2024-07-10,38,defecto
702499,909083,2024-07-11,M,no me queda bien
702708,909889,21/07/2024,M,cambió de opinión
703900,914231,16/07/2024,m,no me queda bien
702871,910485,2024-07-12,39,cambió de opinión
704602,916674,18 jul 2024,S,no me queda bien
705114,918552,2024-07-15,L,defecto
700706,902683,15/07/2024,L,talla incorrecta
703945,914398,18/07/2024,XL,color distinto
701426,905255,08/07/2024,38,color distinto
704353,915828,09/07/2024,40,talla incorrecta
703618,913172,18/07/2024,40,cambió de opinión
700106,900426,2024-07-18,Talla 38,no me gusta
701383,905083,14/07/2024,m,no me gusta
701555,905705,15/07/2024,40,no me queda bien
702385,908715,2024-07-18,M,no me gusta
703640,913248,2024-07-17,39,defecto
700033,900148,2024-07-15,Talla S,no me queda bien
700815,903091,14/07/2024,42,talla incorrecta
700039,900164,2024-07-20,M,no me gusta
704630,916753,2024-07-04,M,no me queda bien
701217,904542,10/07/2024,s,no me gusta
702925,910670,17 jul 2024,Talla M,talla incorrecta
702898,910581,2024-07-10,S,no me gusta
700254,900967,19 jul 2024,38,no me gusta
704112,914956,2024-07-17,L,talla incorrecta
705547,2019583,17/07/2024,L,talla incorrecta
700020,900096,12/07/2024,L,talla incorrecta
702571,909395,2024-07-18,XS,no me gusta
702304,908441,04/07/2024,m,color distinto
702880,910518,2024-07-18,l,talla incorrecta
700481,901833,2024-06-29,37,defecto
702903,910594,2024-07-11,38,no me gusta
703026,911018,2024-07-19,S,talla incorrecta
705301,919256,2024-07-19,XS,no me queda bien
700503,901894,16/07/2024,S,defecto
700253,900960,19/07/2024,Talla M,no me gusta
700355,901370,22/07/2024,Talla S,defecto
701408,905184,20/07/2024,S,talla incorrecta
700639,902421,12/07/2024,XL,talla incorrecta
700863,903300,2024-07-10,M,no me gusta
703114,911354,18/07/2024,s,no me queda bien
701610,905896,2024-07-20,M,no me queda bien
705183,918807,2024-07-16,L,cambió de opinión
703872,914119,18 jul 2024,l,no me gusta
702927,910678,15/07/2024,XS,no me gusta
700946,903592,20/07/2024,S,talla incorrecta
705255,919102,2024-07-16,M,color distinto
705221,918974,21/07/2024,XS,defecto
703645,913266,1 jul 2024,36,talla incorrecta
700811,903077,03/07/2024,L,defecto
703454,912588,18/07/2024,S,cambió de opinión
700109,900432,2024-07-03,S,color distinto
702690,909797,2024-07-20,M,talla incorrecta
704385,915924,17/07/2024,XL,no me queda bien
704753,917208,11/07/2024,XL,cambió de opinión
704015,914617,2024-07-15,XS,talla incorrecta
701035,903925,2024-07-13,Talla S,no me queda bien
701679,906163,15 jul 2024,S,talla incorrecta
704435,916084,2024-07-11,Talla S,no me gusta
700668,902531,16/07/2024,M,talla incorrecta
704501,916298,08/07/2024,S,defecto
702537,909247,2024-07-18,39,talla incorrecta
702432,908846,2024-07-13,XL,cambió de opinión
703163,911535,2024-07-17,S,no me gusta
700055,900216,2024-07-21,M,talla incorrecta
704428,916067,18/07/2024,XS,no me queda bien
702297,908406,2024-07-20,XS,no me queda bien
700844,903238,13/07/2024,L,no me queda bien
705350,919446,2024-07-13,m,no me queda bien
703670,913341,15 jul 2024,XS,talla incorrecta
704735,917116,2024-07-20,M,no me gusta
700208,900801,17/07/2024,xl,cambió de opinión
703902,914242,18 jul 2024,S,no me gusta
703410,912443,7 jul 2024,l,talla incorrecta
702306,908449,2024-07-18,XL,defecto
703759,913704,19 jul 2024,Talla 38,talla incorrecta
704908,917799,2024-07-21,L,talla incorrecta
702811,910262,2024-07-09,S,no me gusta
700448,901693,19 jul 2024,37,no me queda bien
705009,918167,2024-07-19,L,talla incorrecta
705318,919319,2024-07-15,L,cambió de opinión
700273,901023,2024-07-15,L,defecto
701050,903977,18/07/2024,XL,no me gusta
700497,901876,17 jul 2024,M,no me gusta
705419,919702,2024-07-14,L,defecto
701806,906620,22/07/2024,M,talla incorrecta
701841,906709,13 jul 2024,XL,color distinto
704987,918091,2024-07-08,S,defecto
704019,914624,17/07/2024,XS,color distinto
702049,907559,2024-07-05,M,defecto
702559,909346,18 jul 2024,L,defecto
