pedido_id,cliente_id,fecha_pedido,campana_id,canal,ciudad,metodo_pago
502295,4208,14/07/2024,1,google,Lisboa,tarjeta
502296,1872,26/06/2024,,instagram,Barcelona,bizum
502297,3082,2024-07-10,1,email,Barcelona,bizum
502298,3358,07/07/2024,1,instagram,A Coruña,paypal
502299,4577,13/07/2024,1,instagram,Zaragoza,paypal
502300,3969,15/07/2024,1,instagram,Bilbao,bizum
502301,426,13/07/2024,1,directo,SEVILLA,paypal
502302,3488,8 jul 2024,1,email,barcelona,paypal
502303,3764,2024-07-08,1,directo,Madrid,paypal
502304,3248,07/07/2024,1,email,Madrid,tarjeta
502305,3482,01/07/2024,1,google,Valencia,tarjeta
502306,2007,2024-07-16,1,instagram,Zaragoza,tarjeta
502307,2485,2024-07-04,1,directo,Barcelona,tarjeta
502308,97,30/06/2024,,google,Málaga,tarjeta
502309,843,2024-07-03,1,instagram,Madrid,tarjeta
502310,419,24/06/2024,,email,Lisboa,tarjeta
502311,1390,2024-07-13,1,directo,Lisboa,bizum
502312,3554,8 jul 2024,1,google,MADRID,tarjeta
502313,1525,5 jul 2024,1,directo,madrid,tarjeta
502314,4725,2024-07-12,1,google,OPORTO,bizum
502315,341,2024-07-04,1,google,Madrid,tarjeta
502316,2164,2024-06-29,,google,Barcelona,bizum
502317,1256,07/07/2024,1,email,Madrid,tarjeta
502318,813,2024-07-09,1,google,Valencia,paypal
502319,3759,26/06/2024,,instagram,SEVILLA,bizum
502320,62,5 jul 2024,1,instagram,lisboa,tarjeta
502321,4272,16/07/2024,1,email,MADRID,paypal
502322,3909,4 jul 2024,1,google,Zaragoza,bizum
502323,2397,2024-07-14,1,email,Madrid,tarjeta
502324,2926,2024-07-05,1,instagram,Valencia,tarjeta
502325,2370,14/07/2024,1,email,madrid,paypal
502326,482,11 jul 2024,1,instagram,MADRID,bizum
502327,3752,15/07/2024,1,instagram,Bilbao,tarjeta
502328,2457,2024-06-28,,directo,Valencia,tarjeta
502329,1874,29/06/2024,,instagram,Bilbao,tarjeta
502330,1189,6 jul 2024,1,directo,LISBOA,paypal
502331,4188,10/07/2024,1,google,Sevilla,tarjeta
502332,4668,13 jul 2024,1,directo,Madrid,paypal
502333,2055,11/07/2024,1,email,BILBAO,tarjeta
502334,3402,2024-07-17,1,instagram,Madrid,tarjeta
502335,4871,13/07/2024,1,email,A Coruña,tarjeta
502336,874,2024-07-04,1,instagram,Lisboa,tarjeta
502337,4530,14/07/2024,1,google,bilbao,tarjeta
502338,1423,02/07/2024,1,email,Valencia,bizum
502339,1252,2024-07-11,1,instagram,Oporto,bizum
502340,362,2024-07-05,1,google,Valencia,paypal
502341,3348,2024-07-01,1,instagram,valencia,tarjeta
502342,3921,2024-07-05,1,google,BARCELONA,bizum
502343,4049,16/07/2024,1,email,MADRID,bizum
502344,4959,04/07/2024,1,email,Madrid,bizum
502345,3112,11/07/2024,1,directo,Madrid,bizum
502346,4491,3 jul 2024,1,instagram,Valencia,paypal
502347,504,13/07/2024,1,instagram,LISBOA,tarjeta
502348,810,07/07/2024,1,email,SEVILLA,tarjeta
502349,850,2024-07-15,1,email,Barcelona,tarjeta
502350,602,2024-07-15,1,email,Madrid,tarjeta
502351,1309,2024-07-14,1,directo,madrid,tarjeta
502352,3752,2024-07-03,1,instagram,barcelona,tarjeta
502353,1901,3 jul 2024,1,email,Zaragoza,paypal
502354,2485,2024-07-06,1,directo,LISBOA,tarjeta
502355,2022,2024-07-09,1,google,Lisboa,tarjeta
502356,3252,2024-07-02,1,instagram,Barcelona,paypal
502357,3492,12 jul 2024,1,instagram,Málaga,tarjeta
502358,978,2024-07-13,1,google,madrid,tarjeta
502359,4253,2024-07-07,1,directo,Lisboa,paypal
502360,3395,2024-07-13,1,email,Oporto,tarjeta
502361,1476,2024-07-02,1,google,Sevilla,tarjeta
502362,540,2024-07-10,1,google,A Coruña,tarjeta
502363,4501,2024-07-06,1,google,Bilbao,paypal
502364,1408,20/07/2024,1,email,Malaga,paypal
502365,2457,2024-07-03,1,directo,Valencia,paypal
502366,1472,2024-06-29,,instagram,barcelona,bizum
502367,3531,2024-07-16,1,instagram,madrid,tarjeta
502368,1750,2024-07-08,1,instagram,Zaragoza,tarjeta
502369,1068,2024-07-02,1,google,Madrid,tarjeta
502370,3851,13/07/2024,1,google,Madrid,tarjeta
502371,3885,15 jul 2024,1,instagram,MÁLAGA,bizum
502372,670,04/07/2024,1,instagram,zaragoza,bizum
502373,4303,2024-07-02,1,google,Málaga,tarjeta
502374,1119,2024-07-02,1,directo,málaga,tarjeta
502375,2857,2024-07-03,1,directo,Barcelona,tarjeta
502376,3363,2024-07-05,1,google,madrid,paypal
502377,4400,2024-07-10,1,google,Madrid,tarjeta
502378,4566,2024-07-15,1,instagram,Lisboa,bizum
502379,1329,2024-07-06,1,google,Zaragoza,tarjeta
502380,3103,01/07/2024,1,email,Madrid,tarjeta
502381,1553,2024-07-13,1,instagram,barcelona,tarjeta
502382,3335,3 jul 2024,1,directo,Madrid,tarjeta
502383,2203,12/07/2024,1,google,Valencia,bizum
502384,1753,27/06/2024,,google,Madrid,tarjeta
502385,3918,2024-07-06,1,directo,Madrid,bizum
502386,771,2024-07-06,1,instagram,Barcelona,bizum
502387,3782,2024-07-19,1,directo,Zaragoza,paypal
502388,3459,06/07/2024,1,google,Málaga,paypal
502389,44,03/07/2024,1,instagram,A Coruña,tarjeta
502390,534,2024-06-27,,instagram,Malaga,bizum
502391,2306,2024-07-16,1,instagram,SEVILLA,tarjeta
502392,4452,24/06/2024,,instagram,MADRID,bizum
502393,4118,2024-07-07,1,email,sevilla,paypal
502394,2203,2024-07-09,1,email,Valencia,tarjeta
502395,2029,26/06/2024,,instagram,oporto,tarjeta
502396,2478,17/07/2024,1,directo,Málaga,bizum
502397,2494,09/07/2024,1,instagram,Valencia,paypal
502398,2255,07/07/2024,1,google,zaragoza,bizum
502399,679,10/07/2024,1,email,Valencia,bizum
502400,346,2024-06-25,,google,Valencia,paypal
502401,998,2024-07-10,1,email,Lisboa,tarjeta
502402,258,29/06/2024,,email,Madrid,bizum
502403,3918,10/07/2024,1,google,Sevilla,paypal
502404,3787,14 jul 2024,1,google,Lisboa,tarjeta
502405,1390,16/07/2024,1,directo,Lisboa,paypal
502406,1471,2024-07-06,1,instagram,Sevilla,paypal
502407,1532,07/07/2024,1,email,Sevilla,tarjeta
502408,2675,2024-07-04,1,directo,BARCELONA,tarjeta
502409,3658,15/07/2024,1,google,Madrid,paypal
502410,4723,05/07/2024,1,instagram,zaragoza,bizum
502411,564,2024-06-27,,google,Sevilla,paypal
502412,840,8 jul 2024,1,directo,oporto,tarjeta
502413,4213,04/07/2024,1,directo,Zaragoza,tarjeta
502414,843,2024-07-06,1,instagram,Madrid,bizum
502415,183,2024-07-09,1,instagram,barcelona,tarjeta
502416,534,10/07/2024,1,instagram,MADRID,paypal
502417,2642,2024-07-07,1,directo,Barcelona,tarjeta
502418,3591,2 jul 2024,1,email,Barcelona,tarjeta
502419,1311,2024-07-10,1,google,MÁLAGA,tarjeta
502420,3451,2024-07-03,1,instagram,BARCELONA,tarjeta
502421,4947,05/07/2024,1,directo,Madrid,tarjeta
502422,4346,13 jul 2024,1,directo,Madrid,tarjeta
502423,4052,04/07/2024,1,instagram,BARCELONA,paypal
502424,2836,2024-07-08,1,google,Barcelona,tarjeta
502425,2443,25/06/2024,,instagram,Lisboa,paypal
502426,521,2024-07-12,1,google,Madrid,bizum
502427,936,2024-07-02,1,instagram,A Coruña,tarjeta
502428,2423,2024-07-17,1,instagram,Bilbao,bizum
502429,834,2024-07-13,1,google,Oporto,tarjeta
502430,1749,12 jul 2024,1,instagram,Madrid,bizum
502431,3007,2024-06-27,,google,Madrid,tarjeta
502432,1013,2024-07-15,1,instagram,Madrid,paypal
502433,3960,2024-07-10,1,google,Madrid,tarjeta
502434,838,2024-06-30,,email,barcelona,paypal
502435,4209,2024-07-09,1,directo,BILBAO,bizum
502436,1418,24/06/2024,,instagram,Madrid,paypal
502437,417,2024-07-02,1,email,Bilbao,tarjeta
502438,1006,2024-06-29,,email,Zaragoza,tarjeta
502439,3219,2024-07-16,1,email,Zaragoza,tarjeta
502440,3796,11/07/2024,1,email,Barcelona,paypal
502441,1850,2024-06-30,,instagram,Bilbao,tarjeta
502442,2465,2024-07-07,1,email,madrid,tarjeta
502443,4348,09/07/2024,1,instagram,Valencia,tarjeta
502444,3874,2 jul 2024,1,google,Madrid,paypal
502445,3775,07/07/2024,1,directo,LISBOA,bizum
502446,2627,2024-07-17,1,instagram,Zaragoza,tarjeta
502447,2391,07/07/2024,1,email,Sevilla,tarjeta
502448,2699,2024-07-14,1,google,A Coruña,tarjeta
502449,2104,2024-07-13,1,google,Barcelona,bizum
502450,2029,2024-07-04,1,instagram,BARCELONA,tarjeta
502451,2167,2024-07-14,1,directo,Valencia,paypal
502452,4234,5 jul 2024,1,email,madrid,paypal
502453,201,14 jul 2024,1,directo,Valencia,paypal
502454,504,2 jul 2024,1,google,zaragoza,tarjeta
502455,2146,2024-07-02,1,email,Valencia,paypal
502456,1052,2024-07-04,1,google,Madrid,bizum
502457,2816,08/07/2024,1,directo,Sevilla,tarjeta
502458,3073,2024-07-01,1,instagram,Zaragoza,tarjeta
502459,933,15/07/2024,1,directo,Barcelona,paypal
502460,1423,2024-06-28,,instagram,Málaga,bizum
502461,2357,2024-07-12,1,instagram,Madrid,tarjeta
502462,856,11 jul 2024,1,email,A Coruña,bizum
502463,3074,12/07/2024,1,google,MADRID,tarjeta
502464,2528,16/07/2024,1,instagram,SEVILLA,tarjeta
502465,2494,2024-07-18,1,instagram,Bilbao,bizum
502466,3190,2024-06-26,,instagram,Barcelona,tarjeta
502467,2689,02/07/2024,1,directo,Valencia,tarjeta
502468,3633,2024-07-03,1,instagram,Sevilla,tarjeta
502469,4890,09/07/2024,1,google,Málaga,tarjeta
502470,2643,2024-07-05,1,directo,Barcelona,tarjeta
502471,3733,10 jul 2024,1,instagram,Barcelona,paypal
502472,3697,2024-07-12,1,email,zaragoza,tarjeta
502473,1597,03/07/2024,1,email,Madrid,tarjeta
502474,3473,2024-07-18,1,directo,lisboa,bizum
502475,1957,2024-06-27,,email,Madrid,tarjeta
502476,756,2024-07-07,1,google,madrid,tarjeta
502477,2118,2024-07-07,1,instagram,VALENCIA,paypal
502478,4521,2024-07-05,1,email,Barcelona,paypal
502479,1934,14 jul 2024,1,instagram,Barcelona,bizum
502480,4577,16/07/2024,1,google,Oporto,tarjeta
502481,1499,2024-07-04,1,instagram,ZARAGOZA,tarjeta
502482,2687,2024-07-02,1,directo,bilbao,bizum
502483,3414,18 jul 2024,1,email,Zaragoza,tarjeta
502484,1437,2024-07-03,1,google,Barcelona,tarjeta
502485,4797,2024-07-11,1,instagram,Lisboa,paypal
502486,68,27/06/2024,,google,Zaragoza,tarjeta
502487,4200,2024-06-29,,directo,barcelona,tarjeta
502488,471,2024-07-11,1,instagram,Bilbao,bizum
502489,2780,06/07/2024,1,instagram,Valencia,tarjeta
502490,693,10/07/2024,1,directo,A Coruña,tarjeta
502491,1980,2 jul 2024,1,instagram,Lisboa,bizum
502492,2312,12/07/2024,1,google,Sevilla,paypal
502493,965,2024-06-25,,google,oporto,paypal
502494,537,2024-07-10,1,google,málaga,tarjeta
502495,2142,2024-07-02,1,email,VALENCIA,paypal
502496,15,2024-07-04,1,google,Valencia,tarjeta
502497,3299,04/07/2024,1,instagram,Málaga,bizum
502498,3671,04/07/2024,1,directo,Barcelona,tarjeta
502499,1518,2024-07-11,1,email,MADRID,bizum
502500,3840,2024-07-11,1,instagram,sevilla,tarjeta
502501,4640,2024-07-13,1,instagram,Sevilla,bizum
502502,4720,2024-07-03,1,google,barcelona,tarjeta
502503,857,2024-07-06,1,directo,MADRID,paypal
502504,2000,25 jun 2024,,directo,BARCELONA,bizum
502505,1462,2024-07-02,1,google,Valencia,tarjeta
502506,2051,2024-06-30,,directo,Madrid,tarjeta
502507,3505,2024-07-09,1,email,Oporto,tarjeta
502508,4188,04/07/2024,1,email,Madrid,paypal
502509,2016,2024-07-02,1,instagram,Zaragoza,tarjeta
502510,3591,12 jul 2024,1,instagram,Barcelona,tarjeta
502511,1934,2024-06-26,,directo,Barcelona,paypal
502512,3520,7 jul 2024,1,email,Barcelona,tarjeta
502513,3158,2024-07-06,1,directo,A Coruña,tarjeta
502514,1437,2024-06-26,,instagram,Barcelona,bizum
502515,3011,2024-07-15,1,instagram,Madrid,paypal
502516,2380,16/07/2024,1,directo,Sevilla,bizum
502517,4216,2024-07-07,1,instagram,A Coruña,tarjeta
502518,3409,2024-07-14,1,instagram,Lisboa,tarjeta
502519,1835,13/07/2024,1,directo,Barcelona,bizum
502520,4651,2024-06-26,,instagram,sevilla,bizum
502521,2167,2024-07-13,1,instagram,Bilbao,tarjeta
502522,3718,2024-07-04,1,directo,Madrid,tarjeta
502523,3034,05/07/2024,1,instagram,barcelona,paypal
502524,2055,07/07/2024,1,google,Zaragoza,tarjeta
502525,2124,2024-06-29,,google,Oporto,tarjeta
502526,4182,2024-07-05,1,directo,Sevilla,paypal
502527,1833,2024-06-28,,instagram,Madrid,paypal
502528,393,2024-07-10,1,email,A Coruña,tarjeta
502529,210,05/07/2024,1,instagram,Barcelona,tarjeta
502530,4850,2024-07-14,1,instagram,A Coruña,tarjeta
502531,3249,12/07/2024,1,email,Madrid,bizum
502532,2118,2024-07-09,1,email,Sevilla,bizum
502533,35,15 jul 2024,1,instagram,Zaragoza,tarjeta
502534,3502,04/07/2024,1,instagram,a coruña,paypal
502535,3465,11/07/2024,1,directo,Zaragoza,tarjeta
502536,2292,10/07/2024,1,google,Valencia,bizum
502537,1053,2024-07-15,1,instagram,Sevilla,paypal
502538,3252,04/07/2024,1,instagram,Barcelona,tarjeta
502539,3094,2024-07-07,1,instagram,a coruña,tarjeta
502540,2090,2024-07-01,1,email,Lisboa,tarjeta
502541,726,06/07/2024,1,instagram,sevilla,tarjeta
502542,2827,19/07/2024,1,email,a coruña,tarjeta
502543,2048,2024-07-14,1,email,Oporto,tarjeta
502544,3095,08/07/2024,1,email,Lisboa,bizum
502545,2207,9 jul 2024,1,google,Barcelona,bizum
502546,1256,10 jul 2024,1,google,a coruña,paypal
502547,3718,4 jul 2024,1,google,madrid,tarjeta
502548,4117,25/06/2024,,directo,bilbao,bizum
502549,4250,2024-07-11,1,directo,Madrid,tarjeta
502550,662,2024-07-14,1,email,Valencia,paypal
502551,3291,2024-07-11,1,instagram,Barcelona,bizum
502552,1411,11/07/2024,1,directo,Barcelona,bizum
502553,2357,2024-07-12,1,instagram,Madrid,paypal
502554,2831,2024-07-13,1,directo,Madrid,bizum
502555,3298,14/07/2024,1,google,Madrid,paypal
502556,4127,2024-07-10,1,directo,Madrid,tarjeta
502557,4261,2024-07-02,1,instagram,Sevilla,tarjeta
502558,761,2024-06-25,,email,Madrid,tarjeta
502559,3796,2024-07-14,1,instagram,Málaga,tarjeta
502560,1660,2024-07-03,1,directo,Madrid,tarjeta
502561,3771,6 jul 2024,1,directo,SEVILLA,tarjeta
502562,553,2024-07-12,1,email,Madrid,tarjeta
502563,3073,2024-06-25,,instagram,Zaragoza,tarjeta
502564,2528,2 jul 2024,1,instagram,SEVILLA,tarjeta
502565,1607,2024-07-06,1,directo,zaragoza,bizum
502566,1474,5 jul 2024,1,instagram,Barcelona,tarjeta
502567,3638,2024-07-01,1,instagram,LISBOA,tarjeta
502568,539,2024-06-25,,instagram,Bilbao,tarjeta
502569,147,08/07/2024,1,directo,Zaragoza,paypal
502570,647,13/07/2024,1,directo,bilbao,bizum
502571,2715,06/07/2024,1,google,Lisboa,tarjeta
502572,429,17/07/2024,1,google,Bilbao,paypal
502573,394,2024-06-28,,directo,Zaragoza,tarjeta
502574,3152,2024-07-04,1,email,VALENCIA,tarjeta
502575,4335,09/07/2024,1,email,Lisboa,paypal
502576,1603,2024-07-11,1,google,madrid,paypal
502577,4714,03/07/2024,1,email,Lisboa,tarjeta
502578,2314,2024-07-04,1,google,Sevilla,bizum
502579,346,2024-07-10,1,email,Valencia,paypal
502580,2727,2024-07-09,1,instagram,A Coruña,paypal
502581,808,13 jul 2024,1,instagram,Sevilla,tarjeta
502582,690,11 jul 2024,1,directo,A Coruña,tarjeta
502583,4586,2024-07-13,1,instagram,lisboa,tarjeta
502584,2349,15/07/2024,1,google,Málaga,tarjeta
502585,1264,07/07/2024,1,directo,barcelona,tarjeta
502586,647,2024-07-08,1,email,Bilbao,bizum
502587,3185,12/07/2024,1,google,Barcelona,tarjeta
502588,3537,2024-07-02,1,google,Bilbao,tarjeta
502589,4265,09/07/2024,1,instagram,oporto,paypal
502590,4761,9 jul 2024,1,instagram,Barcelona,tarjeta
502591,1556,2024-07-04,1,directo,Bilbao,tarjeta
502592,2769,2024-06-25,,google,Oporto,tarjeta
502593,4247,2024-07-02,1,instagram,málaga,paypal
502594,3552,01/07/2024,1,email,valencia,paypal
502595,3782,2024-06-28,,email,Bilbao,tarjeta
502596,3907,05/07/2024,1,instagram,Lisboa,tarjeta
502597,4760,2024-07-02,1,google,Sevilla,tarjeta
502598,4284,2024-07-07,1,google,SEVILLA,bizum
502599,4332,2024-07-15,1,google,Madrid,tarjeta
502600,2837,2024-07-06,1,directo,Barcelona,bizum
502601,912,7 jul 2024,1,google,málaga,tarjeta
502602,3081,12/07/2024,1,directo,valencia,tarjeta
502603,3537,2 jul 2024,1,google,Bilbao,tarjeta
502604,4233,04/07/2024,1,instagram,Valencia,paypal
502605,3344,2024-06-29,,email,Oporto,tarjeta
502606,143,2024-07-04,1,google,Madrid,paypal
502607,1055,2024-07-04,1,instagram,Zaragoza,bizum
502608,2715,08/07/2024,1,instagram,Zaragoza,tarjeta
502609,2255,30/06/2024,,instagram,zaragoza,tarjeta
502610,4626,2024-07-05,1,email,Oporto,paypal
502611,1614,08/07/2024,1,google,MADRID,tarjeta
502612,3909,08/07/2024,1,directo,bilbao,tarjeta
502613,1319,2024-07-04,1,google,Zaragoza,tarjeta
502614,455,9 jul 2024,1,email,valencia,tarjeta
502615,624,2 jul 2024,1,email,Lisboa,paypal
502616,3358,11/07/2024,1,instagram,Barcelona,tarjeta
502617,2642,06/07/2024,1,instagram,Barcelona,paypal
502618,2507,03/07/2024,1,email,Valencia,tarjeta
502619,908,2024-06-24,,instagram,Zaragoza,paypal
502620,2644,2024-07-05,1,directo,Madrid,tarjeta
502621,3671,2024-07-11,1,directo,Barcelona,tarjeta
502622,4640,2024-07-05,1,email,a coruña,tarjeta
502623,983,2024-06-29,,directo,BARCELONA,paypal
502624,3688,6 jul 2024,1,email,A Coruña,tarjeta
502625,4589,2024-07-17,1,instagram,Lisboa,paypal
502626,4373,2024-07-06,1,email,Lisboa,tarjeta
502627,504,2024-07-14,1,directo,LISBOA,tarjeta
502628,728,10/07/2024,1,instagram,bilbao,paypal
502629,3699,27 jun 2024,,directo,Sevilla,tarjeta
502630,1498,2024-07-05,1,google,Lisboa,bizum
502631,1236,2024-06-28,,google,Barcelona,bizum
502632,3907,2024-06-26,,instagram,Valencia,tarjeta
502633,417,2024-07-11,1,instagram,Valencia,tarjeta
502634,3022,24 jun 2024,,directo,madrid,paypal
502635,1083,2024-07-10,1,email,valencia,paypal
502636,4305,2024-07-07,1,google,Zaragoza,tarjeta
502637,3094,2024-06-25,,google,ZARAGOZA,tarjeta
502638,3648,05/07/2024,1,instagram,BARCELONA,tarjeta
502639,3289,2024-07-07,1,google,Madrid,bizum
502640,148,2024-07-16,1,directo,Valencia,paypal
502641,266,13/07/2024,1,instagram,Bilbao,tarjeta
502642,4529,02/07/2024,1,directo,VALENCIA,tarjeta
502643,1454,2024-07-05,1,google,Valencia,bizum
502644,4586,2024-07-06,1,directo,lisboa,bizum
502645,4523,04/07/2024,1,directo,Madrid,tarjeta
502646,4001,27/06/2024,,google,Barcelona,tarjeta
502647,1462,08/07/2024,1,directo,Valencia,tarjeta
502648,4247,11/07/2024,1,directo,Oporto,paypal
502649,1684,05/07/2024,1,google,Barcelona,bizum
502650,1938,14/07/2024,1,email,Valencia,tarjeta
502651,1647,30/06/2024,,instagram,Málaga,tarjeta
502652,3539,2024-07-03,1,google,A CORUÑA,tarjeta
502653,3112,14/07/2024,1,google,A CORUÑA,tarjeta
502654,4654,5 jul 2024,1,google,LISBOA,tarjeta
502655,1490,11/07/2024,1,google,BARCELONA,tarjeta
502656,3499,9 jul 2024,1,directo,Oporto,bizum
502657,1335,04/07/2024,1,instagram,Bilbao,paypal
502658,83,2024-07-01,1,instagram,Bilbao,tarjeta
502659,3718,2024-06-27,,instagram,Sevilla,bizum
502660,1950,2024-07-12,1,google,OPORTO,paypal
502661,2801,10/07/2024,1,google,BARCELONA,paypal
502662,4272,07/07/2024,1,instagram,MADRID,tarjeta
502663,4939,5 jul 2024,1,email,Zaragoza,paypal
502664,1318,11/07/2024,1,directo,Málaga,tarjeta
502665,4850,2024-07-07,1,directo,lisboa,tarjeta
502666,1285,2024-07-06,1,directo,Valencia,tarjeta
502667,3195,03/07/2024,1,directo,MADRID,tarjeta
502668,2122,2024-07-02,1,email,Madrid,tarjeta
502669,3022,11 jul 2024,1,google,Lisboa,tarjeta
502670,1311,13/07/2024,1,instagram,Lisboa,bizum
502671,2129,2024-07-03,1,instagram,Bilbao,tarjeta
502672,1566,2024-07-08,1,google,Madrid,tarjeta
502673,4324,6 jul 2024,1,instagram,Malaga,tarjeta
502674,1429,10/07/2024,1,email,Valencia,paypal
502675,1647,07/07/2024,1,instagram,Oporto,tarjeta
502676,3432,03/07/2024,1,google,SEVILLA,tarjeta
502677,2468,2024-07-13,1,google,Madrid,tarjeta
502678,1177,2024-07-06,1,instagram,Barcelona,tarjeta
502679,3895,2024-07-04,1,email,OPORTO,paypal
502680,3392,2024-07-06,1,email,Lisboa,tarjeta
502681,1286,2024-07-04,1,directo,barcelona,bizum
502682,4161,2024-07-07,1,instagram,Oporto,tarjeta
502683,2678,12/07/2024,1,email,Valencia,paypal
502684,2485,17 jul 2024,1,google,Barcelona,bizum
502685,1542,07/07/2024,1,instagram,Valencia,tarjeta
502686,4772,14/07/2024,1,directo,Málaga,bizum
502687,64,07/07/2024,1,google,lisboa,tarjeta
502688,4143,2024-07-10,1,email,Madrid,bizum
502689,4710,2024-07-03,1,directo,Sevilla,paypal
502690,755,2024-07-09,1,directo,Valencia,tarjeta
502691,3433,2024-07-15,1,instagram,Bilbao,tarjeta
502692,1235,2024-07-01,1,directo,Madrid,bizum
502693,4507,2024-07-11,1,directo,Lisboa,tarjeta
502694,1467,28 jun 2024,,google,Barcelona,bizum
502695,704,28 jun 2024,,email,BARCELONA,tarjeta
502696,2816,2024-07-10,1,google,Sevilla,tarjeta
502697,4858,08/07/2024,1,google,Lisboa,tarjeta
502698,3710,11/07/2024,1,instagram,málaga,tarjeta
502699,4185,08/07/2024,1,instagram,MADRID,tarjeta
502700,2648,2024-06-24,,google,Málaga,paypal
502701,3627,03/07/2024,1,instagram,Madrid,bizum
502702,2942,2024-07-09,1,email,Lisboa,paypal
502703,2081,2024-07-03,1,instagram,Barcelona,tarjeta
502704,3441,02/07/2024,1,instagram,Oporto,paypal
502705,2647,2024-07-15,1,instagram,valencia,tarjeta
502706,2322,2024-07-09,1,instagram,Barcelona,tarjeta
502707,928,03/07/2024,1,google,Sevilla,tarjeta
502708,913,2024-07-05,1,google,Barcelona,paypal
502709,1779,7 jul 2024,1,google,Sevilla,tarjeta
502710,4796,2024-07-03,1,instagram,Barcelona,tarjeta
502711,1066,2024-07-09,1,directo,Oporto,bizum
502712,4092,2024-07-10,1,instagram,Valencia,bizum
502713,852,2024-07-06,1,instagram,sevilla,tarjeta
502714,2642,2024-07-16,1,email,Oporto,paypal
502715,2315,2024-07-09,1,google,Bilbao,tarjeta
502716,346,30/06/2024,,google,Valencia,tarjeta
502717,4253,10 jul 2024,1,google,Lisboa,tarjeta
502718,3328,09/07/2024,1,instagram,MADRID,tarjeta
502719,2743,02/07/2024,1,google,Sevilla,bizum
502720,290,24/06/2024,,instagram,Madrid,tarjeta
502721,4317,07/07/2024,1,instagram,barcelona,tarjeta
502722,4620,05/07/2024,1,instagram,Barcelona,tarjeta
502723,3517,2024-07-09,1,instagram,Lisboa,tarjeta
502724,2133,2024-07-11,1,google,Sevilla,tarjeta
502725,3699,2024-07-17,1,instagram,madrid,tarjeta
502726,1566,2024-07-10,1,google,Sevilla,bizum
502727,322,2024-07-07,1,directo,Madrid,tarjeta
502728,4426,08/07/2024,1,directo,Madrid,paypal
502729,4640,02/07/2024,1,instagram,MADRID,tarjeta
502730,1,2024-07-16,1,instagram,ZARAGOZA,bizum
502731,1382,02/07/2024,1,google,Málaga,tarjeta
502732,4259,2024-07-03,1,email,Barcelona,tarjeta
502733,2920,9 jul 2024,1,google,Barcelona,bizum
502734,1776,07/07/2024,1,instagram,BARCELONA,tarjeta
502735,1903,24/06/2024,,directo,Sevilla,tarjeta
502736,4955,2024-07-03,1,directo,Barcelona,bizum
502737,4409,08/07/2024,1,email,Zaragoza,tarjeta
502738,655,2024-07-07,1,instagram,Zaragoza,bizum
502739,4829,2024-07-03,1,instagram,BILBAO,bizum
502740,1702,2024-07-04,1,instagram,Madrid,tarjeta
502741,1775,2024-06-27,,google,Valencia,tarjeta
502742,713,2024-06-26,,directo,Valencia,tarjeta
502743,3248,2024-07-09,1,directo,valencia,paypal
502744,4664,2024-07-01,1,directo,Bilbao,tarjeta
502745,4591,15 jul 2024,1,instagram,BARCELONA,paypal
502746,808,2024-07-11,1,instagram,BARCELONA,bizum
502747,1032,2024-07-02,1,google,Malaga,bizum
502748,1423,2024-07-07,1,instagram,Málaga,tarjeta
502749,2123,27/06/2024,,instagram,Lisboa,tarjeta
502750,1594,2024-07-11,1,instagram,Zaragoza,bizum
502751,2860,10/07/2024,1,instagram,Valencia,tarjeta
502752,1630,01/07/2024,1,instagram,Madrid,paypal
502753,2288,07/07/2024,1,google,madrid,tarjeta
502754,62,15/07/2024,1,instagram,A Coruña,paypal
502755,737,03/07/2024,1,instagram,barcelona,bizum
502756,4742,2024-07-08,1,email,madrid,paypal
502757,3845,14/07/2024,1,google,Valencia,paypal
502758,3841,2024-07-14,1,instagram,Oporto,tarjeta
502759,2642,07/07/2024,1,directo,Barcelona,tarjeta
502760,1982,2024-07-12,1,instagram,A Coruña,tarjeta
502761,1221,2024-07-05,1,instagram,Bilbao,tarjeta
502762,3538,2024-07-02,1,instagram,Málaga,tarjeta
502763,12,2024-07-16,1,google,Valencia,paypal
502764,2956,04/07/2024,1,directo,LISBOA,tarjeta
502765,1412,2024-07-15,1,instagram,Málaga,paypal
502766,3099,2024-07-12,1,instagram,Barcelona,paypal
502767,3593,5 jul 2024,1,instagram,Málaga,paypal
502768,4672,2024-07-08,1,email,BARCELONA,bizum
502769,2266,2024-07-03,1,google,Zaragoza,tarjeta
502770,4606,02/07/2024,1,instagram,Valencia,paypal
502771,1239,24/06/2024,,instagram,Bilbao,bizum
502772,2935,2024-07-09,1,google,Oporto,tarjeta
502773,1832,2024-07-05,1,instagram,MÁLAGA,tarjeta
502774,1712,17 jul 2024,1,instagram,Madrid,bizum
502775,337,2024-07-07,1,instagram,Madrid,tarjeta
502776,2503,2024-07-14,1,instagram,BARCELONA,tarjeta
502777,2595,04/07/2024,1,instagram,Valencia,bizum
502778,3352,2024-07-16,1,google,Málaga,tarjeta
502779,1648,11/07/2024,1,instagram,Valencia,tarjeta
502780,1715,2024-07-10,1,directo,MÁLAGA,tarjeta
502781,3846,18/07/2024,1,email,Barcelona,bizum
502782,2728,12/07/2024,1,directo,Barcelona,tarjeta
502783,3582,2024-07-14,1,instagram,Valencia,tarjeta
