producto_id,nombre,categoria,temporada,coleccion,coste_unitario,precio_base
1374,Cinturón Costa Negro,complementos,SS24,Atelier,6.45,12.9
1375,Bolso Duna,accesorio,verano 2024,Cápsula Sol,10.09,22.99
1376,Cinturón Adra,accesorio,verano,Mediterráneo,12.06,26.99
1377,Sombrero Delta,accesorio,SS24,Mediterráneo,14.14,31.22
1378,Sombrero Delta Rojo,ACCESORIOS,SS24,Básicos,10.47,21.35
1379,Bolso Cielo,Accesorios,Verano 2024,Cápsula Sol,14.74,31.72
1380,Cinturón Sol,accesorio,Verano 2024,Atelier,13.63,34.77
1381,Cinturón Ébano,Accesorios,Verano 2024,Atelier,17.09,34.45
1382,Pañuelo Nácar,ACCESORIOS,SS24,Urban SS24,15.03,30.95
1383,Bolso Kala,accesorio,verano,Mediterráneo,9.55,20.95
1384,Cinturón Dalia,accesorio,Verano 2024,Urban SS24,11.43,25.64
1385,Bolso Ónice,complementos,Verano 2024,Mediterráneo,13.79,28.77
1386,Pañuelo Aura,accesorio,Verano 2024,Urban SS24,12.74,32.98
1387,Pañuelo Duna Azul,complementos,verano,Playa Club,3.96,10.36
1388,Cinturón Lima Marino,ACCESORIOS,verano,Noche,,15.95
1389,Cinturón Índigo,ACCESORIOS,SS24,Noche,10.06,21.34
1390,Cinturón Vera,accesorio,Verano 2024,Mediterráneo,9.01,19.91
1391,Pañuelo Adra,accesorio,verano,Denim,6.99,13.83
1392,Pañuelo Viento,complementos,Verano 2024,Urban SS24,6.25,12.73
1393,Sombrero Estío,Accesorios,verano,Denim,5.87,13.58
1394,Sombrero Malva,complementos,Verano24,Urban SS24,10.35,26.56
1395,Sombrero Vera,ACCESORIOS,verano,Mediterráneo,8.22,20.05
1396,Pañuelo Kala,ACCESORIOS,verano,Mediterráneo,7.7,15.65
1397,Cinturón Vera Camel,ACCESORIOS,SS24,Atelier,9.45,20.12
1398,Cinturón Cielo,Accesorios,Verano24,Mediterráneo,12.9,25.22
1399,Pañuelo Kala Camel,ACCESORIOS,Verano24,Playa Club,14.51,31.6
1400,Sombrero Duna,ACCESORIOS,verano,Denim,11.71,25.3
