cliente_id,fecha_registro,ciudad,genero,edad
2301,2023-03-03,MADRID,Femenino,49
3361,2019-05-05,A Coruña,M,46
2764,,Sevilla,M,38
3996,2021-01-21,Madrid,F,37
4618,2024-01-24,Madrid,F,32
664,2021-04-18,Lisboa,M,35
56,2020-09-18,Madrid,F,40
2927,2020-03-28,Málaga,F,54
4703,2021-09-15,madrid,M,29
892,2019-08-09,Málaga,m,45
1796,2023-04-04,MÁLAGA,F,32
2816,2018-10-23,Sevilla,Femenino,38
3370,2021-06-24,Madrid,f,54
641,2021-11-01,Lisboa,Femenino,37
2924,2022-09-08,Bilbao,M,35
4564,2019-02-20,Madrid,M,31
4566,2018-06-22,madrid,F,30
1627,2019-03-13,Barcelona,Masculino,26
4878,2022-11-07,valencia,Femenino,35
2955,2019-04-12,sevilla,F,39
2073,2020-05-31,VALENCIA,F,16
976,2020-04-13,sevilla,M,24
2866,2022-06-30,Bilbao,m,48
3907,2023-06-17,Valencia,F,23
2529,2021-04-18,Valencia,M,35
1445,2022-04-24,Madrid,F,38
3740,2024-03-23,Zaragoza,M,46
772,2018-12-14,Oporto,m,33
619,2019-01-12,Sevilla,Femenino,30
3238,2019-05-05,Madrid,M,45
3631,2022-09-17,Barcelona,M,39
2436,2019-10-11,valencia,M,46
629,2018-03-09,Madrid,f,25
394,2020-02-07,Zaragoza,M,16
912,2020-02-16,málaga,F,20
3517,2023-09-18,Lisboa,Femenino,49
667,2022-01-24,madrid,f,25
393,2018-08-19,Madrid,F,38
2649,2023-12-13,Barcelona,Femenino,31
4043,2018-05-26,Bilbao,f,18
4772,2020-05-29,Málaga,M,30
390,2018-08-13,Sevilla,F,39
3511,2018-12-18,Barcelona,M,31
2133,2018-03-13,Sevilla,Masculino,62
3552,2022-12-13,valencia,m,41
4553,2019-11-19,Oporto,Femenino,26
2482,2022-04-03,A Coruña,m,50
2007,2022-10-28,Madrid,F,40
1990,2024-02-05,A Coruña,F,19
3368,2023-06-07,madrid,f,30
4640,2019-05-02,MADRID,Femenino,26
3532,2018-05-02,Lisboa,M,20
1262,2018-02-15,bilbao,M,40
2443,2019-12-28,Barcelona,F,29
3985,2023-03-12,Lisboa,m,34
1055,2020-06-05,Zaragoza,M,30
1597,2022-08-12,Barcelona,F,35
3358,2022-04-21,Barcelona,F,50
3205,2018-05-10,lisboa,F,44
1530,2022-06-20,Valencia,m,21
1408,2024-04-01,Zaragoza,f,38
1074,2020-12-12,Sevilla,F,30
455,2018-11-29,valencia,M,30
298,2023-11-03,málaga,M,34
234,,barcelona,F,57
2728,2020-07-08,Barcelona,F,45
6,2018-03-06,Lisboa,F,42
1151,2020-11-22,BILBAO,f,27
3252,2020-05-14,Barcelona,F,48
759,2020-03-06,sevilla,M,50
3045,2022-10-18,Sevilla,F,16
4823,2019-05-02,VALENCIA,Masculino,23
1545,,Barcelona,M,22
2744,2020-11-03,Barcelona,M,35
2760,,sevilla,Femenino,64
4090,2022-09-12,Madrid,F,26
1170,2019-10-07,MADRID,M,58
3409,2024-03-27,Valencia,Masculino,35
3461,2021-04-06,madrid,M,39
230,2023-02-16,barcelona,M,48
4160,2020-07-21,Barcelona,M,19
1900,2022-04-03,Barcelona,M,42
3440,2022-09-29,lisboa,F,47
2715,2021-08-04,Lisboa,F,38
3893,2019-12-03,Valencia,M,32
4070,2023-01-13,bilbao,f,56
853,2019-02-22,Barcelona,Femenino,35
257,2018-10-24,Oporto,M,27
2717,,Madrid,F,29
4392,2021-07-09,Barcelona,f,49
2682,,Madrid,M,48
970,2018-02-20,Madrid,Masculino,18
1753,2019-09-15,Barcelona,F,18
446,2023-06-13,Lisboa,f,42
4161,2023-03-09,Barcelona,f,26
2198,2021-02-03,Madrid,M,47
1728,2023-11-13,BARCELONA,M,41
2164,2019-12-06,Barcelona,Masculino,34
4012,2019-09-24,Sevilla,F,38
2678,2019-06-15,Madrid,m,16
2768,2023-07-11,Barcelona,Femenino,29
790,2020-02-18,madrid,F,25
770,2021-10-01,barcelona,Femenino,33
1283,2024-02-15,BARCELONA,M,44
3679,2024-02-12,Sevilla,F,42
933,2021-06-07,Barcelona,Femenino,47
3350,2024-02-06,Sevilla,F,57
4916,2019-03-19,Madrid,M,52
1932,2021-12-20,VALENCIA,M,42
2051,2018-03-27,Madrid,F,27
1294,2019-09-20,SEVILLA,m,48
1006,2018-08-30,Barcelona,F,30
3732,2018-11-02,Málaga,Masculino,35
15,2021-04-14,Valencia,f,21
4521,2022-11-25,Barcelona,M,27
2406,2023-02-13,Barcelona,f,33
3830,2022-12-14,madrid,Masculino,16
1648,2021-04-19,Valencia,Femenino,31
68,2024-02-03,Madrid,M,56
4336,2018-09-27,Bilbao,m,41
3591,2021-01-10,Barcelona,Femenino,49
2095,2022-03-28,Barcelona,Masculino,46
338,2020-05-25,Bilbao,Femenino,43
2912,2023-06-14,Madrid,F,48
690,2020-03-16,Madrid,F,53
1553,2019-06-05,barcelona,f,37
2922,2022-03-19,Barcelona,M,42
1832,2022-09-13,Sevilla,F,47
4588,2023-01-30,Madrid,Masculino,51
613,2019-10-11,Oporto,M,49
3453,2019-10-19,Madrid,F,59
3888,2018-06-05,Valencia,m,41
3298,2024-06-08,Madrid,Femenino,47
761,2020-05-10,Madrid,Femenino,54
2432,2022-01-09,Málaga,F,53
3921,2020-12-10,BARCELONA,f,50
1749,2021-06-15,Madrid,M,54
4237,2021-03-02,A Coruña,F,24
4411,2020-01-16,Madrid,M,36
3918,2020-10-08,Madrid,Femenino,43
1598,2021-07-21,BARCELONA,Masculino,49
593,2020-01-22,LISBOA,Femenino,52
4651,2021-07-26,VALENCIA,M,56
600,2019-04-26,Madrid,F,41
3234,2022-01-06,Málaga,F,36
2864,2022-01-16,barcelona,M,43
3341,,BARCELONA,Femenino,33
1392,2022-11-28,LISBOA,f,35
3542,2022-04-27,Barcelona,M,16
3764,2022-01-20,Zaragoza,Masculino,49
232,2018-04-04,madrid,M,37
3438,2024-02-19,Madrid,Masculino,29
4182,2024-03-24,Sevilla,F,39
1891,2021-03-29,madrid,F,28
1852,2023-01-14,Madrid,F,20
1463,2019-03-15,Lisboa,Femenino,39
3098,2019-01-03,Sevilla,M,47
1480,2019-01-25,Madrid,F,22
4773,2019-11-11,madrid,Femenino,38
1872,2018-07-08,Barcelona,f,25
3950,2020-12-22,Barcelona,f,49
283,2018-03-21,BARCELONA,Masculino,20
1599,2018-05-29,Barcelona,M,34
104,2020-03-17,Sevilla,Masculino,37
2536,2023-02-01,Lisboa,M,41
3718,2022-10-16,Sevilla,M,55
2344,2019-10-12,barcelona,F,62
213,2022-08-01,Valencia,Femenino,43
3249,2020-10-16,Madrid,Femenino,38
1499,2019-11-05,ZARAGOZA,f,44
4076,,valencia,Masculino,40
12,2018-07-19,Valencia,f,33
2167,2023-05-18,Valencia,M,40
2984,2019-04-06,Barcelona,F,42
4295,2019-12-07,Madrid,Masculino,46
1236,2021-01-11,Barcelona,f,28
2081,2022-11-20,Barcelona,Masculino,32
3064,2021-02-02,Lisboa,F,30
904,2023-07-08,Madrid,f,31
521,2020-03-10,Madrid,m,26
4449,2021-02-21,Madrid,Masculino,48
3183,2018-11-28,Bilbao,f,36
2102,2022-02-10,Oporto,M,45
4757,2023-07-20,Madrid,F,16
2029,2019-01-03,BARCELONA,f,38
4747,2020-12-17,madrid,M,35
3352,2018-02-24,Barcelona,Femenino,56
132,2019-02-24,Oporto,M,60
1647,2019-11-27,Valencia,Masculino,40
4329,2022-07-01,A Coruña,Femenino,49
471,2018-11-02,Bilbao,M,52
3731,2019-06-05,Sevilla,m,25
2203,2023-05-24,Valencia,M,32
326,2018-01-07,málaga,M,34
2651,2023-10-20,BARCELONA,f,45
397,2021-12-02,Madrid,f,49
3429,2019-10-09,Barcelona,Masculino,27
4644,2021-05-31,Valencia,M,42
4250,2018-06-07,Madrid,Masculino,48
3089,2019-02-27,Barcelona,M,30
1713,2024-02-25,Barcelona,M,39
3780,2021-07-09,Madrid,f,44
4837,2018-11-13,A Coruña,f,30
1814,2021-01-07,BARCELONA,Femenino,47
3231,2021-01-03,Sevilla,F,40
2207,2019-07-03,Barcelona,M,29
1362,2022-02-17,Zaragoza,F,46
2479,2019-06-25,Zaragoza,m,33
4421,2018-04-09,Valencia,Femenino,48
489,2019-09-02,Zaragoza,F,21
62,2019-05-05,lisboa,M,38
2960,2021-08-21,ZARAGOZA,M,46
3248,2024-04-08,Madrid,f,29
4681,2018-03-01,Zaragoza,f,36
1544,2020-04-10,Madrid,M,53
856,2023-12-20,Barcelona,M,47
4348,2022-07-26,Madrid,M,23
4462,2023-08-24,Valencia,F,47
482,2020-05-10,MADRID,Femenino,40
2266,2018-05-18,Zaragoza,F,16
564,2022-10-13,sevilla,F,39
1437,2023-12-24,Barcelona,Masculino,35
722,2019-12-29,Barcelona,f,37
431,2018-11-13,málaga,f,22
3693,,valencia,Femenino,31
2753,2022-12-19,Zaragoza,F,43
4409,2020-07-13,Madrid,Femenino,34
1364,2021-05-06,Lisboa,M,16
2687,2018-02-26,bilbao,m,44
3708,2020-05-09,Madrid,Femenino,50
2897,2021-03-13,madrid,Femenino,63
4383,2023-01-06,A CORUÑA,f,16
4737,2023-11-05,Madrid,m,35
4460,2024-03-20,Barcelona,M,40
2750,2023-05-08,A CORUÑA,F,30
4315,,barcelona,M,22
2752,2023-11-22,Lisboa,M,51
3866,2018-07-16,Valencia,F,39
17,2021-12-08,BILBAO,m,35
3909,2019-06-06,Valencia,F,46
590,2020-07-22,Madrid,F,50
4002,2023-10-03,bilbao,Femenino,44
1200,2024-01-24,BARCELONA,M,36
4259,2019-09-04,Barcelona,F,48
3841,2024-04-13,BARCELONA,M,27
528,2018-03-12,BILBAO,Femenino,47
1230,2021-11-09,lisboa,Masculino,34
3280,2023-04-21,Barcelona,M,57
2448,2018-07-23,Barcelona,f,57
1239,2020-01-22,Bilbao,f,34
1625,2020-08-01,madrid,F,38
1511,2023-11-08,Madrid,F,39
2494,2021-03-03,Valencia,Femenino,39
4638,2022-12-31,Oporto,Masculino,21
2385,,MÁLAGA,F,56
3144,2021-02-20,BARCELONA,F,24
3658,2020-08-09,Sevilla,m,35
2055,2023-05-23,Zaragoza,m,32
1212,2024-02-08,sevilla,F,28
2283,2022-07-21,Valencia,M,59
66,2021-05-08,Barcelona,m,57
1412,2023-04-19,Sevilla,M,32
4438,2019-03-10,Barcelona,Masculino,17
4761,2020-03-12,Barcelona,M,37
3392,2022-10-10,Lisboa,Femenino,34
2507,2018-01-14,Valencia,f,43
2146,2020-05-05,Valencia,Masculino,199
3185,2020-12-20,Barcelona,Femenino,47
1683,2021-12-05,Madrid,Masculino,37
534,2020-06-03,MADRID,M,36
401,2022-11-11,Lisboa,F,48
1211,2021-07-07,Zaragoza,Masculino,17
4252,2020-08-05,MADRID,f,38
2477,2024-03-02,Madrid,Masculino,52
1468,2023-07-08,Madrid,m,35
3508,2023-10-21,Bilbao,Masculino,33
2625,2020-11-14,MÁLAGA,f,46
1299,2018-04-19,Zaragoza,M,49
2233,2021-01-28,MADRID,F,63
2151,2024-05-13,Barcelona,f,29
836,2019-01-02,Barcelona,Femenino,19
3660,2019-03-08,bilbao,Masculino,46
3947,2021-07-20,Barcelona,M,51
3225,2022-10-11,bilbao,M,19
2587,2018-09-01,madrid,M,27
2718,2021-03-26,Barcelona,F,33
1400,2020-01-02,Sevilla,M,51
4776,2021-06-14,VALENCIA,M,33
4022,2023-05-24,Oporto,m,23
2777,2020-05-13,ZARAGOZA,F,16
3278,2018-05-15,BILBAO,f,38
2831,2020-05-09,Madrid,M,42
3754,2022-06-04,MADRID,M,21
4732,2019-04-26,Madrid,f,23
3328,2022-10-16,barcelona,F,41
1243,2022-04-04,Valencia,Femenino,38
2500,2019-08-31,Lisboa,F,48
273,2018-06-01,ZARAGOZA,f,27
3843,2022-01-03,Barcelona,M,17
240,2020-10-29,Madrid,F,28
4326,2019-01-23,Barcelona,F,52
2730,2022-07-19,valencia,M,25
2525,2020-11-05,A CORUÑA,F,27
1141,2019-11-25,sevilla,Femenino,33
2626,2018-11-02,oporto,Femenino,43
2636,2021-01-24,Madrid,Masculino,44
3964,2023-08-23,Valencia,m,35
1337,2022-03-21,Valencia,F,43
821,2018-02-21,Barcelona,F,32
1105,2018-11-01,Barcelona,M,28
315,2023-12-03,Valencia,f,47
32,2024-01-12,Valencia,F,48
396,2023-01-24,Sevilla,F,34
4689,2019-06-07,Valencia,Femenino,27
1023,2023-02-19,VALENCIA,M,54
1736,2019-09-06,BARCELONA,m,16
2908,2021-10-27,MÁLAGA,Masculino,50
3607,2021-08-17,málaga,f,61
4592,2020-03-07,Madrid,M,53
145,2020-05-24,barcelona,m,57
3784,2021-02-14,Barcelona,F,37
4704,2023-12-29,Madrid,Femenino,17
4379,2023-01-02,Lisboa,F,29
3807,2018-05-25,Valencia,F,38
3641,2019-08-02,Valencia,m,24
1120,2023-01-30,Zaragoza,Femenino,36
3926,2018-12-07,bilbao,F,67
3290,2022-09-28,Málaga,F,28
3758,2019-03-03,madrid,M,54
2109,2020-09-25,Barcelona,M,47
3587,2022-12-10,Barcelona,f,31
3729,2022-11-13,madrid,Femenino,30
1552,2023-07-22,Valencia,Masculino,50
3111,,Bilbao,F,55
4398,2022-05-14,Madrid,F,22
3952,2021-05-02,barcelona,m,17
2638,2018-10-02,Madrid,F,35
2601,2023-11-09,SEVILLA,Femenino,59
4650,2021-01-14,Valencia,M,40
3820,2024-02-24,BILBAO,f,21
3555,2018-02-20,Madrid,Femenino,46
4484,2022-03-19,MADRID,f,39
1021,2021-05-03,Valencia,Masculino,23
2581,2022-08-17,madrid,Masculino,43
3487,2020-12-23,Zaragoza,Femenino,48
2374,2018-10-18,Madrid,f,24
3874,,Madrid,F,31
4510,,Madrid,F,53
4924,,Madrid,m,20
3856,2024-05-16,Madrid,f,41
1098,2019-02-19,Barcelona,f,37
2892,2023-06-20,Valencia,Masculino,50
697,2022-04-24,barcelona,M,20
4144,2020-12-17,Lisboa,Femenino,34
4013,2023-07-13,Oporto,F,63
1987,2021-08-07,madrid,Femenino,36
2292,2020-06-18,Valencia,F,46
880,2023-01-22,sevilla,F,47
766,2019-10-18,Madrid,M,39
1734,2024-04-25,Oporto,F,33
1009,2019-12-21,Valencia,F,30
262,2018-06-24,madrid,f,28
221,2023-10-04,Barcelona,Femenino,21
2446,2021-04-27,Madrid,m,0
1681,2024-03-06,Madrid,Masculino,22
1245,2022-11-23,A Coruña,f,39
2395,2020-07-23,barcelona,M,63
4616,,Madrid,F,23
3573,2020-02-04,Málaga,M,38
3424,2023-10-31,Lisboa,Masculino,28
3867,2020-02-09,Barcelona,F,39
3930,2024-01-06,barcelona,F,24
2290,2019-12-07,Oporto,M,16
2916,2023-08-27,Madrid,f,34
1393,2023-04-12,Zaragoza,Masculino,34
3066,2019-06-08,Madrid,M,30
4504,2019-12-29,Oporto,m,41
2214,2021-09-16,Madrid,Masculino,16
1700,2021-07-19,Barcelona,M,48
4818,2018-10-08,Oporto,Masculino,42
2450,2023-06-09,Madrid,m,54
1397,2020-01-24,Madrid,Femenino,56
381,2018-06-15,madrid,F,30
3767,2023-01-04,Lisboa,F,48
2690,2022-05-16,Barcelona,F,55
444,2022-04-10,Malaga,F,50
4927,2020-09-14,Lisboa,M,42
3733,2022-12-15,Barcelona,F,42
2518,2020-12-08,madrid,F,40
4771,2020-07-16,Sevilla,M,44
1223,2020-06-23,Sevilla,F,41
2154,2019-06-18,oporto,F,26
1929,2024-04-13,Zaragoza,Femenino,37
1766,2021-05-31,Lisboa,M,57
1867,2019-06-08,A Coruña,M,16
4313,2020-09-11,Bilbao,Masculino,40
4030,2020-04-17,Barcelona,Masculino,20
2092,2021-06-03,Zaragoza,Masculino,57
4660,,Barcelona,M,34
781,2018-02-09,Oporto,m,33
1992,2019-01-03,Málaga,Masculino,36
3898,2020-03-14,barcelona,M,39
2952,2021-05-08,madrid,F,29
963,2019-08-10,Valencia,M,27
4009,2022-10-26,Madrid,M,46
4793,2022-03-11,Barcelona,M,52
3388,2024-03-20,BILBAO,M,39
178,2022-06-15,Oporto,Masculino,26
1422,2018-07-08,Madrid,m,27
1731,2019-03-29,BARCELONA,F,38
2668,2023-12-08,Sevilla,F,26
276,2023-08-17,valencia,Femenino,22
3337,2018-09-14,Madrid,M,58
1854,2019-09-11,Oporto,f,40
704,2019-10-01,BARCELONA,Masculino,16
4246,2022-09-10,Madrid,M,54
622,2022-05-10,Lisboa,F,33
3436,2022-10-13,MADRID,M,46
1955,2018-06-07,Sevilla,Masculino,42
2420,2023-03-22,MÁLAGA,F,18
3086,2019-10-13,Barcelona,m,35
4085,2022-08-19,Valencia,F,24
515,2023-03-22,Sevilla,F,40
375,2023-12-06,barcelona,Femenino,48
286,2018-03-20,Barcelona,f,64
69,2021-02-09,Bilbao,M,19
107,2018-01-03,barcelona,F,41
4225,,Madrid,M,23
2166,2018-03-02,Barcelona,Femenino,20
2138,2023-01-03,Madrid,f,16
3903,2024-03-11,Bilbao,f,45
407,2022-09-17,Sevilla,F,39
3676,2022-06-20,Valencia,F,25
2501,2019-06-28,Madrid,Masculino,42
700,2019-12-10,SEVILLA,F,30
2119,2024-01-02,madrid,m,16
621,2023-06-30,barcelona,M,28
1097,2018-02-27,Lisboa,Femenino,35
4025,2023-12-22,madrid,F,45
4657,2019-05-23,LISBOA,Femenino,16
3680,2019-10-05,oporto,Masculino,72
3575,2020-09-25,sevilla,Masculino,26
2742,2024-03-20,Madrid,F,40
4334,2022-06-05,Valencia,Masculino,40
1448,2019-08-03,Barcelona,M,26
3514,2021-06-21,BARCELONA,M,43
3796,2023-12-01,Barcelona,m,18
1132,2021-06-30,Bilbao,F,52
1343,2018-11-04,VALENCIA,Masculino,18
1786,2020-01-09,Sevilla,Masculino,27
2807,2018-06-07,oporto,Femenino,22
1659,2019-10-17,MADRID,M,54
4008,2021-07-17,oporto,m,44
3286,2022-08-10,Valencia,F,59
4337,2018-11-18,MADRID,m,54
1450,2019-02-21,Madrid,f,20
4407,2024-03-07,Málaga,M,34
4573,2024-04-07,Valencia,f,54
4503,2023-09-08,Barcelona,Femenino,23
2738,2019-08-15,Madrid,m,31
2872,2019-06-29,Sevilla,Masculino,37
374,2023-11-17,oporto,F,47
1806,2020-04-09,Madrid,F,32
824,2018-06-07,Madrid,m,24
1906,2020-01-09,A Coruña,Masculino,29
1204,2018-07-23,Barcelona,Femenino,29
1637,2019-09-16,Madrid,f,42
4186,2018-08-04,Valencia,M,42
3647,2018-09-09,Zaragoza,F,42
1685,2023-07-24,barcelona,M,42
4347,2018-04-19,Bilbao,f,32
4067,2024-05-02,A Coruña,M,45
4088,2019-12-09,Valencia,M,24
304,2024-03-08,A Coruña,m,30
804,2023-05-12,Barcelona,F,31
4454,2020-06-27,Oporto,F,43
1996,2018-02-14,Madrid,M,40
2220,2021-05-28,sevilla,Femenino,42
818,2019-09-02,Málaga,M,56
2247,2022-08-30,Barcelona,m,42
4343,2020-11-28,Barcelona,m,31
3457,2018-08-05,Lisboa,M,32
603,,Sevilla,Femenino,47
2050,2019-02-19,a coruña,F,50
2239,2020-11-05,Lisboa,f,39
3198,2023-08-06,Madrid,m,36
2609,2021-06-26,sevilla,F,43
4450,2021-12-15,Bilbao,M,60
3831,2020-10-10,zaragoza,F,16
706,2023-03-06,BILBAO,M,59
3365,2022-01-18,Oporto,M,49
3961,2021-07-08,Madrid,Femenino,53
4062,2018-11-11,Bilbao,M,30
106,,Barcelona,Masculino,28
4910,2021-06-02,Lisboa,Masculino,55
2941,2019-01-09,Oporto,Femenino,35
3357,2019-06-02,a coruña,M,36
4271,2019-11-21,Barcelona,M,29
39,2023-09-05,Lisboa,Femenino,36
3067,2021-11-28,valencia,Masculino,51
2550,2021-09-21,madrid,m,36
1851,2019-06-07,barcelona,Femenino,46
254,2020-06-07,madrid,M,33
3277,2018-04-16,Bilbao,F,46
4121,2020-11-06,Madrid,Masculino,29
20,2022-05-05,barcelona,F,57
2285,2024-04-09,MADRID,M,41
2354,2020-05-26,Valencia,F,18
481,2020-11-10,Sevilla,f,37
4656,2019-08-28,Madrid,Masculino,57
4457,2018-07-16,Bilbao,F,40
3777,2019-10-27,barcelona,F,38
4797,2020-01-17,Lisboa,Masculino,24
3374,2022-10-03,barcelona,M,27
639,2022-09-10,Barcelona,m,37
4051,2019-05-30,Madrid,F,51
4680,2023-03-02,valencia,M,26
946,2022-03-16,Madrid,M,16
4341,2020-11-04,Madrid,F,36
2987,2020-08-07,Madrid,F,46
3456,2018-06-08,Barcelona,M,18
1868,2022-03-24,Madrid,M,36
109,2018-01-24,BARCELONA,M,64
2604,2024-06-04,Valencia,M,25
2356,2021-04-23,Madrid,M,22
4965,2023-02-06,Madrid,Femenino,40
3217,2022-05-10,Barcelona,m,48
1035,2021-09-28,VALENCIA,Masculino,41
1455,2021-04-29,a coruña,M,16
3485,2023-11-26,Valencia,M,36
3293,2022-12-22,Madrid,f,27
55,2023-05-23,Bilbao,f,35
4385,2021-10-18,Bilbao,Masculino,42
844,2018-04-28,barcelona,M,40
1342,2019-03-12,Sevilla,F,32
4608,2018-12-03,Madrid,m,43
208,2020-03-27,Madrid,m,44
3200,2020-10-24,OPORTO,F,16
2802,2019-12-26,Oporto,F,65
2664,2018-02-11,VALENCIA,M,36
2021,2020-10-19,Bilbao,M,34
448,2023-01-29,madrid,M,58
2017,2020-02-15,Valencia,F,25
1997,2023-08-29,Bilbao,M,28
273,2018-06-01,A Coruña,f,27
1050,2018-12-04,MADRID,Femenino,47
497,2024-05-25,Valencia,Masculino,38
4884,2024-01-25,lisboa,M,30
3294,2018-12-27,Sevilla,M,24
1373,2021-08-16,Bilbao,Femenino,38
2161,2018-03-27,Málaga,m,24
903,2020-09-19,madrid,M,37
3287,2021-01-31,Madrid,M,37
685,2022-03-31,BARCELONA,Femenino,45
906,2023-07-11,Malaga,Masculino,26
3848,2022-10-19,Madrid,f,41
2603,2018-06-11,Zaragoza,F,25
1341,2022-10-05,Barcelona,M,36
3678,2019-05-26,Sevilla,m,21
3229,2021-06-29,Madrid,Masculino,56
2108,2023-01-25,Madrid,M,45
842,2021-11-27,valencia,f,39
313,2020-10-27,Madrid,Femenino,30
3523,2019-09-26,Sevilla,M,31
4477,2021-12-27,Sevilla,Masculino,36
383,2019-03-03,Sevilla,Masculino,24
3965,2021-06-09,Sevilla,m,35
45,,Oporto,M,38
3135,2019-07-03,Bilbao,f,34
796,2021-03-14,Barcelona,Femenino,35
2681,2021-08-15,Madrid,F,59
4881,2018-10-07,Madrid,M,47
3312,2018-02-15,Madrid,M,34
111,2022-05-07,Malaga,M,27
4433,2022-07-09,Madrid,f,55
3009,2020-05-05,lisboa,F,54
3886,2022-10-24,valencia,F,40
3723,2023-02-10,Oporto,M,16
4020,2018-06-18,A CORUÑA,Femenino,19
4892,2024-05-15,MADRID,M,37
4490,2019-07-04,madrid,M,68
4458,2022-07-08,Madrid,M,42
3345,2020-03-06,Barcelona,F,78
501,2021-06-02,Barcelona,M,16
158,2019-08-22,Sevilla,M,24
1813,2021-05-11,madrid,m,42
1036,2022-10-05,MADRID,M,29
4580,2020-05-16,BARCELONA,F,61
1523,2018-09-06,Oporto,F,16
1449,2018-09-06,Sevilla,f,52
3118,2021-11-27,Sevilla,f,47
748,2019-02-15,Bilbao,f,23
3941,2022-11-27,oporto,M,34
1618,2021-05-22,Valencia,M,41
4659,2018-06-09,Madrid,M,49
2783,2023-01-11,Sevilla,F,53
2388,2021-03-23,Madrid,Femenino,46
3020,2020-12-06,Sevilla,f,30
1703,2024-04-01,Valencia,Masculino,26
4814,2019-06-19,a coruña,F,50
783,2022-09-24,Bilbao,M,22
589,,Valencia,M,35
1430,2021-06-11,barcelona,M,47
3901,2023-04-16,Sevilla,f,24
2202,2018-01-31,BARCELONA,F,32
4825,2023-02-23,Barcelona,M,47
4320,2020-04-25,Barcelona,Masculino,16
4934,2022-06-12,Barcelona,F,22
4666,2023-04-02,Madrid,Masculino,16
3264,2018-02-03,Valencia,f,33
4631,2023-12-20,Malaga,F,39
3149,2022-06-03,Sevilla,Masculino,27
220,2022-01-02,madrid,Masculino,55
4887,2023-03-07,madrid,m,40
3159,2018-03-06,Zaragoza,Femenino,24
595,2023-12-29,sevilla,F,39
4418,2019-05-29,Barcelona,m,49
4269,2021-01-20,Malaga,f,23
2186,2021-03-22,barcelona,m,48
4598,2020-06-30,madrid,M,38
332,2020-07-21,Madrid,Masculino,21
4648,2023-09-02,Oporto,Masculino,56
4673,2021-09-01,Barcelona,F,34
2171,2018-03-30,A Coruña,M,33
915,2020-02-21,Bilbao,Femenino,33
1326,2024-02-09,Madrid,F,36
1369,2023-09-24,MADRID,M,42
1936,2019-02-15,Bilbao,F,67
502,2019-03-10,sevilla,Femenino,42
3881,2021-01-22,Barcelona,Femenino,36
4072,2018-01-10,Lisboa,M,48
1444,2021-04-19,lisboa,Femenino,26
4413,2019-01-02,Madrid,F,17
4653,2018-07-04,Bilbao,f,24
3890,2021-03-03,Sevilla,M,32
441,2018-02-17,SEVILLA,m,44
3478,2022-12-24,sevilla,F,32
2372,2024-02-15,Sevilla,f,36
4826,2020-01-30,a coruña,F,52
1391,2024-02-03,BILBAO,F,44
1346,2024-01-25,Barcelona,F,58
882,2019-01-15,barcelona,F,21
3397,2023-07-15,Madrid,Femenino,34
653,2021-04-05,Madrid,m,54
997,2020-10-18,valencia,M,58
3212,2019-06-15,Madrid,M,41
3386,2018-10-21,zaragoza,F,63
682,2021-08-17,Sevilla,F,23
3116,2021-01-09,barcelona,M,16
988,,Madrid,f,27
3656,2024-03-31,Barcelona,F,28
561,2019-12-23,Lisboa,F,44
3136,2023-06-24,Sevilla,M,40
1961,2022-11-29,barcelona,Femenino,60
472,2020-01-10,Zaragoza,M,43
4026,2020-02-15,valencia,F,33
1508,2022-06-30,Madrid,F,29
4110,2019-01-24,Madrid,f,37
918,2018-11-23,Barcelona,M,56
860,2023-01-25,Málaga,m,30
3951,2018-08-02,madrid,Femenino,23
4325,2020-12-08,barcelona,Masculino,16
4926,2021-12-25,Madrid,f,47
4799,2018-02-04,madrid,Femenino,36
2727,2021-02-28,Barcelona,M,25
3934,2019-03-23,MADRID,M,16
4163,2020-04-30,Madrid,M,16
1176,2021-06-13,Barcelona,M,17
4685,2020-09-23,Barcelona,M,35
1428,2018-07-07,VALENCIA,F,20
1790,2023-06-21,Barcelona,f,29
4635,2022-05-26,Madrid,F,41
539,,Lisboa,M,28
4406,2023-11-12,Málaga,M,16
1357,2021-04-03,Bilbao,m,51
1281,2020-03-26,Madrid,M,42
3176,2018-03-07,Barcelona,F,23
1910,2020-08-08,Barcelona,M,43
2217,2024-04-27,a coruña,Femenino,42
4593,2020-08-05,Barcelona,F,44
1153,2020-05-06,sevilla,Femenino,32
4717,2023-06-14,BARCELONA,Femenino,30
4203,2020-02-15,Sevilla,M,21
166,2022-05-06,málaga,m,46
2322,2020-10-04,Barcelona,F,24
2530,2023-06-12,A CORUÑA,Masculino,43
2915,2023-04-05,valencia,f,27
3139,2024-05-10,Barcelona,F,27
2224,2022-07-05,bilbao,Masculino,44
1459,2019-01-23,Zaragoza,M,35
3330,2023-11-13,Barcelona,m,43
1574,2023-12-25,Valencia,M,34
1870,2019-07-12,MADRID,F,37
1602,2024-06-10,BARCELONA,M,16
677,2021-01-05,Bilbao,Femenino,50
3550,2018-03-08,Madrid,Masculino,45
2928,2022-05-22,zaragoza,M,34
4809,2020-03-10,Madrid,Masculino,35
2544,2024-04-23,Barcelona,M,41
878,2020-09-26,Barcelona,Femenino,27
532,2023-06-24,Madrid,M,27
952,2021-05-25,Madrid,f,21
1781,2022-01-07,Barcelona,Masculino,41
